PRODUCT_CODE;VENDOR_CODE;PRODUCT_NAME;PRODUCT_COLOR;BRAND;TYPE
PR08644;73276989;Beam;Brown;B4073;T227
PR08645;70124145;Shelton;Blue;B4828;T258
PR08646;58614306;Marler;Green;B5611;T200
PR08647;32203981;Stevens;Blue;B3501;T287
PR08648;06449496;Law;Orange;B4743;T256
PR08649;29150994;Noggle;Purple;B4205;T252
PR08650;99414783;Branch;Green;B3264;T246
PR08651;87767471;Cromwell;Blue;B3316;T194
PR08652;08806603;Oliver;Blue;B5036;T228
PR08653;35342166;Watts;Blue;B4445;T253
PR08654;01462520;McGee;Blue;B4600;T170
PR08655;41145914;Jennings;Green;B3119;T192
PR08656;44205149;Bennett;Purple;B4343;T204
PR08657;90687244;Croft;Green;B3003;T305
PR08658;39845099;Kim;Blue;B5358;T313
PR08659;84882124;Gamble;Green;B4093;T314
PR08660;31443426;Mahr;Blue;B4573;T226
PR08661;55041504;Do;Brown;B5746;T241
PR08662;45833574;Recinos;Orange;B3732;T257
PR08663;07846621;Pare;Brown;B3966;T278
PR08664;96469674;Colon;Red;B2639;T231
PR08665;49225752;Brunelle;Blue;B5575;T264
PR08666;75708249;Maillet;Orange;B3866;T254
PR08667;84700932;Diaz;Blue;B3577;T196
PR08668;35848634;Washburn;Green;B3301;T199
PR08669;77907676;Patterson;Green;B4778;T307
PR08670;47736567;Fox;Purple;B3786;T279
PR08671;89138208;Madrigal;Blue;B1615;T203
PR08672;65024946;Barner;Blue;B3253;T312
PR08673;69790023;Armor;Green;B3615;T280
PR08674;09977875;Shortridge;Red;B4889;T233
PR08675;29444520;Ireland;Blue;B4790;T187
PR08676;17171605;Morris;Green;B3465;T196
PR08677;97924343;Head;Green;B5065;T227
PR08678;99846809;Lassiter;Yellow;B5020;T216
PR08679;20749443;Escobar;Blue;B4646;T286
PR08680;66849086;Eidson;Blue;B2343;T327
PR08681;77804779;Sheffield;Blue;B4750;T233
PR08682;82782857;Lewis;Blue;B4105;T240
PR08683;92307535;McCulley;Green;B4347;T228
PR08684;94559485;McCumber;Blue;B4590;T250
PR08685;87507471;Kunz;Blue;B3472;T362
PR08686;15403727;Preciado;Blue;B5298;T218
PR08687;58254085;Bowman;Blue;B2726;T286
PR08688;94522479;Griffith;Purple;B4877;T287
PR08689;89385712;Morris;Blue;B5109;T244
PR08690;45692942;Trembley;Red;B3705;T189
PR08691;47017227;Alexander;Purple;B4034;T212
PR08692;19571417;Aldaco;Green;B4773;T393
PR08693;76486868;Killian;Purple;B3513;T413
PR08694;48492003;Ellis;Black;B3988;T296
PR08695;70349149;Bates;Blue;B4564;T239
PR08696;03873076;Franco;Blue;B3666;T254
PR08697;29311903;Butters;Blue;B4280;T296
PR08698;21425532;O'Neill;Green;B4267;T229
PR08699;90519599;Shannon;Blue;B4040;T241
PR08700;96280784;Lee;Orange;B4515;T268
PR08701;20786311;Sorrell;Blue;B3447;T287
PR08702;98876990;Heldt;Green;B5294;T221
PR08703;03418037;Mullins;Brown;B3287;T249
PR08704;10906630;Harding;Blue;B5578;T338
PR08705;55082574;White;Blue;B4786;T278
PR08706;88870088;Woodie;Red;B3331;T357
PR08707;08029497;Mills;Red;B1737;T200
PR08708;22035081;Smith;Purple;B3195;T252
PR08709;34246191;Pena;Red;B3588;T218
PR08710;90377668;Becker;Red;B2111;T323
PR08711;11313143;Morton;Blue;B4546;T300
PR08712;02399337;Thompson;Red;B4006;T286
PR08713;82011415;Wiseman;Orange;B2738;T251
PR08714;98615687;Steinberg;Blue;B5853;T276
PR08715;23354227;Cunningham;Purple;B2663;T322
PR08716;02242619;Dowden;Brown;B3308;T183
PR08717;04819966;Miller;White;B3939;T270
PR08718;44080828;Brown;Green;B5047;T330
PR08719;80179586;Faust;Green;B3077;T287
PR08720;46737837;Dailey;Green;B4345;T263
PR08721;90909854;Tiller;White;B4541;T139
PR08722;39933339;Garland;Blue;B3972;T193
PR08723;79861606;Charles;Black;B4089;T219
PR08724;64645449;Williams;Blue;B4078;T333
PR08725;21599960;Wall;Blue;B3137;T231
PR08726;12460184;Eldred;Blue;B3313;T294
PR08727;11453459;Felder;Blue;B4119;T386
PR08728;47634910;Nichols;Blue;B4541;T286
PR08729;12345858;Weiss;Green;B4498;T234
PR08730;58467816;Wolf;Green;B4195;T214
PR08731;53753918;Harp;Green;B2204;T344
PR08732;82089495;Kelley;Blue;B3942;T326
PR08733;98067836;Rhodes;Blue;B5149;T197
PR08734;43031036;Leonard;Purple;B4987;T228
PR08735;00402881;Gonzalez;Green;B4291;T283
PR08736;31240699;Troxler;Green;B3464;T308
PR08737;35621112;Whitehead;Blue;B3710;T223
PR08738;61828026;Barton;Green;B3547;T231
PR08739;41600664;Ball;Blue;B5420;T298
PR08740;40706802;Boggess;Blue;B4450;T323
PR08741;26736299;Jones;Blue;B4385;T232
PR08742;15543464;Chao;Blue;B3829;T316
PR08743;49467263;McCleary;Blue;B5083;T320
PR08744;90553362;Terrell;White;B3000;T266
PR08745;45754717;Widner;Yellow;B5335;T331
PR08746;80728643;Hunter;Black;B3853;T271
PR08747;41437659;Field;Green;B3336;T248
PR08748;77280526;Bonilla;Blue;B5709;T295
PR08749;83894363;Jackson;Green;B2698;T310
PR08750;32902513;Vandiver;Green;B4515;T189
PR08751;01765897;Curley;Blue;B2976;T157
PR08752;56409772;McCoy;Blue;B5105;T193
PR08753;88665223;Stephens;Blue;B4055;T353
PR08754;59259118;Roberts;Blue;B5395;T228
PR08755;06997361;Mullis;Blue;B6536;T216
PR08756;28235304;Bryant;Purple;B5210;T215
PR08757;97528059;Daniels;Blue;B5935;T233
PR08758;07080373;Braun;Blue;B5081;T233
PR08759;02483922;Crawford;Red;B4379;T240
PR08760;93445848;Stein;Brown;B4013;T198
PR08761;10410679;Cravens;Red;B3372;T221
PR08762;99229725;Labelle;Orange;B3971;T240
PR08763;08667241;Lecuyer;Blue;B2708;T340
PR08764;86992285;Ellis;Blue;B4062;T299
PR08765;52087234;Huddleston;Green;B3748;T229
PR08766;31477827;Varnum;Purple;B3299;T175
PR08767;42921335;Giron;Blue;B5478;T172
PR08768;03788178;Ferguson;Blue;B4344;T163
PR08769;19600439;Holt;Green;B3878;T264
PR08770;17051448;Snyder;Yellow;B3997;T167
PR08771;86407590;Laxton;Blue;B5705;T256
PR08772;01216180;Johnson;Blue;B2247;T271
PR08773;30276732;Maye;Blue;B4021;T359
PR08774;32473552;Johnson;Red;B3631;T259
PR08775;35779927;Stebbins;Red;B6140;T227
PR08776;29808062;French;Blue;B2999;T263
PR08777;19056623;Early;Yellow;B2641;T387
PR08778;16376616;Wiley;White;B3035;T313
PR08779;55458912;Crawley;Blue;B5617;T231
PR08780;29767567;Lopez;Black;B5194;T219
PR08781;43202167;Porter;Blue;B3771;T125
PR08782;35674972;Neece;Black;B3630;T172
PR08783;69682324;Wilson;Blue;B6360;T258
PR08784;62073460;Warwick;Purple;B5250;T223
PR08785;61859516;Valenzuela;Blue;B3022;T270
PR08786;21184625;Mauch;Blue;B5064;T136
PR08787;72998283;Talley;Green;B3598;T232
PR08788;55245973;Golden;Silver;B5426;T273
PR08789;82835774;Renshaw;Orange;B4913;T231
PR08790;07588687;Wilson;Silver;B3801;T170
PR08791;37249380;Bruss;Red;B6003;T250
PR08792;43750463;Benson;Blue;B5131;T262
PR08793;71946225;Echeverria;Blue;B4013;T264
PR08794;10331390;Lebow;Blue;B3066;T251
PR08795;26983630;Jones;Blue;B5364;T311
PR08796;78214085;Romero;Purple;B3453;T128
PR08797;16082746;Prieto;Blue;B3650;T346
PR08798;65982955;Edwards;Blue;B3221;T196
PR08799;66726934;Service;Purple;B4450;T257
PR08800;82603615;Binder;Purple;B5020;T259
PR08801;04332709;Yang;Yellow;B3839;T228
PR08802;20238202;Pritchard;Blue;B3889;T296
PR08803;57109033;Kidd;Red;B4156;T209
PR08804;25935212;Howard;Yellow;B5686;T238
PR08805;30389483;Puentes;Blue;B4347;T282
PR08806;31115179;Sanders;Blue;B2869;T231
PR08807;27997161;Roth;Purple;B2784;T259
PR08808;92684470;Norris;Blue;B3763;T322
PR08809;94760998;Maloney;Blue;B2498;T175
PR08810;67962837;Delaney;Black;B5059;T221
PR08811;28715997;Daugherty;Purple;B5282;T313
PR08812;57436957;Waters;Blue;B4622;T198
PR08813;33660497;Ryan;Blue;B4046;T240
PR08814;16830024;Hanson;Purple;B4390;T270
PR08815;80390374;Matheson;Green;B5196;T116
PR08816;74150257;Hogan;Red;B3184;T257
PR08817;71162575;Sanchez;Orange;B5391;T208
PR08818;13998891;Todd;Blue;B4335;T209
PR08819;43313428;Bailey;Green;B3585;T246
PR08820;85961055;Dunnigan;Orange;B3282;T219
PR08821;99794824;Garten;Blue;B4096;T257
PR08822;33030691;Manley;Blue;B2729;T176
PR08823;58193253;Callender;Green;B5108;T153
PR08824;22965113;Whitman;Blue;B4362;T241
PR08825;22047711;Harris;Blue;B2997;T201
PR08826;50714296;Cooper;Green;B5444;T221
PR09766;73616933;Hayes;Blue;B5680;T314
PR09767;17698298;Miller;Blue;B3706;T311
PR09768;95030081;Thrift;Blue;B4940;T145
PR09769;47587826;Graham;Green;B3088;T205
PR09770;11015839;Cardenas;Orange;B3574;T325
PR09771;85518383;Samuels;Green;B6259;T256
PR09772;23680189;Harada;Blue;B2971;T276
PR09773;82135667;Keeton;Blue;B4195;T218
PR09774;71309875;Searfoss;Blue;B5846;T159
PR09775;38929556;Volkert;Blue;B3364;T219
PR09776;28515893;Mitcham;Red;B4652;T291
PR09777;24874818;Sandoval;Blue;B3274;T208
PR09778;48581320;McCarter;Blue;B3792;T129
PR09779;83130411;Francis;Orange;B4090;T217
PR09780;38757828;Grove;Blue;B2800;T220
PR09781;56469819;Caldwell;Blue;B4460;T264
PR09782;41825620;Lucas;Black;B5424;T262
PR09783;84135643;Andrade;Blue;B3518;T329
PR09784;78780774;Green;Blue;B3300;T344
PR09785;71080053;Jaramillo;Purple;B4727;T192
PR09786;48797196;Weiss;Blue;B3677;T263
PR09787;65956054;Lowe;Brown;B3145;T268
PR09788;77381976;Barnhill;Blue;B4237;T213
PR09789;48015211;Olivas;Green;B3438;T270
PR09790;24728458;Willis;Blue;B4767;T288
PR09791;24485697;Ratliff;Red;B4349;T312
PR09792;80659731;Boles;Blue;B3764;T303
PR09793;98737557;Cruz;Blue;B2410;T211
PR09794;00258031;Yarborough;Green;B4109;T295
PR09795;50947379;Maselli;Green;B3996;T303
PR09796;77075378;Wright;Green;B3537;T221
PR09797;56046499;Cooper;Blue;B3160;T241
PR09798;66147488;Fields;Red;B3775;T260
PR09799;66599140;Isaacson;Purple;B5299;T183
PR09800;74299659;Ryan;Blue;B4212;T242
PR09801;09660468;Anderson;Purple;B2729;T388
PR09802;91582728;Carlson;Blue;B5380;T324
PR09803;90437003;Hammond;Red;B2748;T287
PR09804;90391060;Flythe;Blue;B3564;T275
PR09805;59243258;Barton;Blue;B4803;T201
PR09806;53476075;Holley;Blue;B4504;T203
PR09807;45436056;Hickman;Blue;B3264;T226
PR09808;17549110;Perry;Blue;B4678;T210
PR09809;00768724;Summerfield;Green;B4569;T271
PR09810;72105452;Sublett;Purple;B4053;T244
PR09811;49858497;Jones;Blue;B3078;T216
PR09812;68627265;Ross;Green;B2668;T313
PR09813;43375319;Davis;Red;B3051;T232
PR09814;72373228;Gibson;Green;B5179;T392
PR09815;73287149;Clevenger;Silver;B4092;T276
PR09816;53244490;Bailey;Blue;B2136;T171
PR09817;72205560;Sullivan;Blue;B2963;T334
PR09818;33845081;Lewis;Blue;B4486;T204
PR09819;01637783;Yates;Green;B2435;T191
PR09820;46640166;Brown;Green;B4527;T357
PR09821;10591328;Schmitt;Blue;B4055;T275
PR09822;86115089;Buchanan;Blue;B4774;T259
PR09823;70506175;Thibodeau;Blue;B3200;T213
PR09824;82252109;Goodwin;Blue;B3453;T271
PR09825;51101443;So;Red;B2816;T217
PR09826;38693052;Sullivan;White;B4715;T214
PR09827;59395766;Schilling;Blue;B4446;T296
PR09828;75871670;Prudhomme;Blue;B3577;T226
PR09829;75043669;Byrne;Black;B4782;T183
PR09830;53313228;Gage;White;B3075;T187
PR09831;84591072;Allen;Green;B2960;T228
PR09832;56868941;Hamilton;Purple;B3082;T268
PR09833;19980428;Johnson;Blue;B4053;T280
PR09834;85050522;Lightner;Purple;B3719;T304
PR09835;17818256;Hamilton;Blue;B4388;T190
PR09836;72918784;Rodriguez;Black;B3439;T318
PR09837;09534780;Barnes;Blue;B3347;T318
PR09838;85449986;Noble;Yellow;B4679;T289
PR09839;62032894;Barnes;Blue;B5103;T356
PR09840;98462700;McElrath;Blue;B4111;T250
PR09841;13661773;Hardin;Blue;B4753;T253
PR09842;16896350;Bess;Orange;B3822;T261
PR09843;34002043;Vizcarrondo;Blue;B4270;T168
PR09844;75402242;Chatman;Blue;B3425;T325
PR09845;06452653;Sage;Purple;B3660;T212
PR09846;93350013;Sever;Brown;B5501;T106
PR09847;65398900;Kirklin;Blue;B4539;T238
PR09848;77624282;Cross;Red;B3699;T324
PR09849;10142989;McIntire;Black;B2922;T141
PR09850;03674491;Steiner;Blue;B3883;T194
PR09851;60191495;Alonso;Green;B3839;T235
PR09852;80279221;Murray;Green;B3770;T263
PR09853;22647883;Stevens;Green;B4245;T331
PR09854;79370953;Granado;Blue;B5273;T243
PR09855;71096407;Morales;Black;B3300;T181
PR09856;01246882;Davis;Blue;B4610;T210
PR09857;78524805;Snider;Blue;B4536;T272
PR09858;27482212;Knox;Blue;B5332;T279
PR09859;37201604;Hawks;Blue;B3576;T270
PR09860;26199534;King;Purple;B4140;T280
PR09861;66828170;Cheatham;Green;B3527;T310
PR09862;35632556;Venable;Yellow;B3287;T312
PR09863;44588149;Myers;Purple;B3018;T304
PR09864;54001576;Perry;Purple;B4795;T178
PR09865;16161936;Washington;Blue;B4153;T246
PR09866;30474494;Hanson;Green;B3425;T266
PR09867;33422086;King;Green;B2984;T151
PR09868;83438555;Johnson;White;B5260;T188
PR09869;11170977;Wood;Red;B3806;T227
PR09870;58119646;Hymes;Purple;B4998;T219
PR09871;99270893;Cranford;Green;B4805;T299
PR09872;81269183;Rice;Black;B3143;T303
PR09873;86799365;Packard;Purple;B4861;T265
PR09874;38617402;Hahn;Blue;B5158;T305
PR09875;59747533;Dupuy;Purple;B4682;T281
PR09876;22616815;Gilmore;Red;B4789;T271
PR09877;31368389;Cleveland;Blue;B6766;T333
PR09878;23505347;Schneider;Blue;B3417;T294
PR09879;01656380;Boyd;Blue;B5093;T221
PR09880;47821348;Granillo;Black;B3647;T258
PR09881;75696938;Clark;Blue;B4716;T249
PR09882;08923342;Johnson;Red;B5042;T310
PR09883;24400935;Brockman;Blue;B3247;T231
PR09884;57823616;Secor;Silver;B4511;T210
PR09885;41400339;Glaser;Silver;B5359;T239
PR09886;91253460;Hartsell;Blue;B4963;T299
PR09887;50845425;Orozco;Blue;B4231;T302
PR09888;48918232;Moss;Black;B4141;T299
PR09889;35301490;Mullins;Blue;B2885;T205
PR09890;44752353;Murphy;Silver;B5056;T265
PR09891;68052657;Mitchell;Blue;B4471;T283
PR09892;80347178;Wessel;Red;B4396;T336
PR09893;21489890;Woods;Blue;B2986;T337
PR09894;74266030;Stiles;Blue;B5108;T232
PR09895;93133250;Smith;Black;B5708;T279
PR09896;18739462;Gaul;Purple;B3455;T210
PR09897;37971999;Verrill;Orange;B3673;T342
PR09898;45889075;Cancel;Blue;B4078;T250
PR09899;31836582;Jackson;Red;B4053;T269
PR09900;42195017;Dean;Silver;B4618;T327
PR09901;38924524;Martin;Green;B4659;T270
PR09902;06315891;Smith;Blue;B3855;T345
PR09903;96350368;Duncanson;Blue;B5041;T270
PR09904;59268906;Arnold;Blue;B3718;T335
PR09905;38209164;Pugh;Blue;B4584;T313
PR09906;08524977;Jackson;Green;B2695;T198
PR09907;04333689;Rosser;Yellow;B3519;T372
PR09908;36584277;Smith;Blue;B4824;T226
PR09909;73987768;Fultz;Blue;B3212;T168
PR09910;23225258;Blake;Black;B2303;T306
PR09911;23378130;Kopec;Blue;B4694;T229
PR09912;44049334;Judy;Purple;B5419;T239
PR09913;21812690;Blevins;Black;B4884;T203
PR09914;76044683;Stacy;Red;B3224;T199
PR09915;32531301;Napoli;Silver;B4927;T300
PR09916;31818270;Cranford;Orange;B3222;T196
PR09917;01970764;Shelton;Black;B5699;T305
PR09918;54268323;Hanna;Blue;B3116;T261
PR09919;76729863;Smith;Green;B4870;T321
PR09920;59714293;Johnson;Blue;B4191;T418
PR09921;51183936;Allen;Silver;B4098;T323
PR09922;25505947;Wilson;Green;B2874;T428
PR09923;84884326;Fields;Silver;B2997;T340
PR09924;51490660;Estrada;Red;B3802;T252
PR09925;69562711;Taylor;Purple;B3130;T226
PR09926;60407228;Serrano;Blue;B3507;T271
PR09927;01338163;Quintanilla;Blue;B3888;T284
PR09928;89475487;Chambers;Purple;B3565;T204
PR09929;52529258;Erler;Green;B4592;T225
PR09930;24876241;Moore;Yellow;B4013;T238
PR09931;37258443;Dunn;Blue;B4704;T264
PR09932;72806921;Simms;Purple;B2649;T269
PR09933;52896224;Paxton;Blue;B3564;T261
PR09934;51260494;Neal;Green;B3536;T286
PR09935;53221155;Young;Blue;B3795;T249
PR09936;13443742;Longenecker;Silver;B3941;T345
PR09937;36407319;Greenbaum;Black;B5912;T102
PR09938;08322182;Asbury;Blue;B4152;T328
PR09939;94944804;Taylor;Black;B2901;T341
PR09940;81033656;Hart;Blue;B4257;T288
PR09941;08237129;Gay;Blue;B4713;T206
PR09942;25803247;Betton;Blue;B5512;T283
PR09943;89220505;White;Black;B6386;T198
PR09944;06661207;Perry;Green;B3293;T366
PR09945;33035889;Bates;Blue;B3341;T247
PR09946;53319366;Wright;Blue;B3751;T253
PR09947;32323604;Elliott;Purple;B3993;T236
PR09948;34200350;Fowler;Red;B4333;T321
PR09949;24392137;Yancy;Blue;B4420;T295
PR09950;83057702;Ibarra;Blue;B5227;T173
PR09951;33622099;Smith;Green;B4825;T193
PR09952;70109145;Kennelly;Blue;B3916;T304
PR09953;06317704;Johnson;Blue;B4689;T305
PR09954;39065644;Holloway;Red;B3260;T247
PR09955;66636703;Hadley;Purple;B2387;T348
PR09956;78707388;Franklin;Blue;B3931;T174
PR09957;81136349;Pearson;Red;B4236;T184
PR09958;25093634;Oren;Purple;B4416;T257
PR09959;93758551;Brooks;Blue;B3452;T265
PR09960;29530029;Gaines;Blue;B4025;T290
PR09961;41183185;Wilson;Blue;B4916;T237
PR09962;65017172;Williams;Green;B3388;T307
PR09963;24500539;Freeman;Green;B3131;T251
PR09964;85001088;Davis;Orange;B5205;T276
PR09965;35005934;Camara;Purple;B4349;T325
PR09966;22126151;Cain;Green;B3197;T232
PR09967;95012194;Bowen;Blue;B2771;T161
PR09968;86098279;Peres;Green;B5176;T268
PR09969;90006280;Brown;Purple;B4005;T218
PR09970;47398045;Fairchild;Blue;B2793;T283
PR09971;93177650;Boudreaux;Brown;B3435;T319
PR09972;55351589;McNair;Blue;B2541;T151
PR09973;24155318;Turner;Blue;B3865;T296
PR09974;36330741;Miller;Black;B4457;T236
PR09975;15472931;Soler;Green;B3604;T292
PR09976;57256693;Deyoung;Blue;B4396;T299
PR09977;77964142;Abernathy;White;B4575;T262
PR09978;11567408;Ortiz;Green;B3923;T204
PR09979;93154071;Weeks;Brown;B3739;T121
PR09980;46764308;Gunter;Orange;B3457;T240
PR09981;55858305;Boldt;White;B4240;T331
PR09982;18647779;Cole;Orange;B4872;T215
PR09983;05185607;Brandon;White;B5145;T300
PR09984;42285354;Larson;Brown;B4135;T233
PR09985;53458470;Osborne;Purple;B3734;T189
PR09986;96376338;Rounds;Orange;B4881;T150
PR09987;88766839;Wolf;Green;B5325;T202
PR09988;13513646;Tucker;Blue;B2862;T221
PR09989;31414868;Scott;Blue;B4586;T241
PR09990;81310566;Smith;White;B6019;T301
PR09991;94342411;Henry;Blue;B5041;T303
PR09992;63200996;Mitchell;Blue;B5830;T277
PR09993;13349882;Pierce;Yellow;B5882;T255
PR09994;89670469;Gould;Purple;B3855;T258
PR09995;91317548;Spriggs;Blue;B3660;T277
PR09996;69883947;Hernandez;Green;B1924;T233
PR09997;49864106;Palmore;Blue;B4282;T280
PR09998;92141931;Barnett;Orange;B4393;T253
PR09999;86402777;Griffin;Green;B4072;T249
PR10000;65900629;Lucas;Green;B3644;T357
PR10001;29702961;King;Blue;B3572;T273
PR10002;62269792;Terry;Purple;B4895;T317
PR10003;91885552;Blanc;Blue;B3283;T295
PR10004;97285421;Matthews;Blue;B4163;T271
PR10005;07210218;Sierra;Blue;B5569;T276
PR10006;45218481;Harder;Silver;B4342;T258
PR10007;04004309;Smith;Blue;B5296;T248
PR10008;16514746;Payne;Blue;B3419;T285
PR10009;10488428;Dunn;Blue;B3108;T348
PR10010;18823800;Lusk;White;B3391;T264
PR10011;99674514;Schuman;Blue;B5280;T264
PR10012;51999244;Foreman;Blue;B3489;T223
PR10013;04574557;Griffith;Black;B5496;T297
PR10014;35726354;Allen;Green;B3781;T222
PR10015;38251050;Looney;Blue;B3559;T305
PR10016;74900677;Harrison;Blue;B3112;T352
PR10017;08803174;Hash;Green;B2310;T265
PR10018;39380702;Householder;Green;B3327;T337
PR10019;10495034;Davis;Blue;B3952;T302
PR10020;28536710;Lewis;Purple;B2397;T261
PR10021;36488597;Vandyke;Blue;B3462;T221
PR10022;87049624;Winkfield;Green;B4029;T242
PR10023;43129106;Hammond;Blue;B4560;T272
PR10024;27248680;Evans;Red;B3013;T207
PR10025;10059383;Doherty;Purple;B4929;T252
PR10026;27965948;Clark;Blue;B2138;T280
PR10027;55051244;Chaidez;Green;B4374;T220
PR10028;13521056;Rueter;Black;B3606;T292
PR10029;29081276;Hill;Blue;B3775;T222
PR10030;56547041;Johnson;Blue;B4485;T260
PR10031;48750420;Hinds;Blue;B4055;T133
PR10032;92878623;Hick;Blue;B5661;T269
PR10033;88186412;Hayes;Black;B3950;T170
PR10034;49356101;Knowles;White;B3933;T227
PR10035;50571296;Hall;Purple;B4707;T319
PR10036;64654648;Gladney;Purple;B2950;T293
PR10037;76970824;Milner;Red;B2912;T213
PR10038;98724936;Hong;Blue;B2087;T295
PR10039;84446465;Estepp;Green;B3331;T232
PR10040;46568097;McClellan;Orange;B3687;T242
PR10041;68337821;Gill;Black;B3814;T208
PR10042;09879032;Aleshire;Blue;B4197;T217
PR10043;08932720;Hayward;Blue;B4189;T250
PR10044;61440489;Jones;Green;B4115;T265
PR10045;43395788;Burns;Purple;B4198;T151
PR10046;80264178;Garcia;Blue;B4947;T114
PR10047;35628467;Dix;Red;B4986;T246
PR10048;32622727;Matsumoto;Purple;B3118;T268
PR10049;21211243;Wright;Green;B4195;T248
PR10050;58755719;Haynes;Black;B4359;T312
PR10051;68142597;Taylor;Blue;B2797;T157
PR10052;51401324;Straight;Blue;B2833;T281
PR10053;41997389;Gutierrez;Orange;B5313;T153
PR10054;77415649;Lewis;Blue;B4537;T399
PR10055;69675451;Gambrell;Blue;B2015;T268
PR10056;36980430;Housel;Blue;B2024;T156
PR10057;39549433;Fischer;Orange;B4701;T214
PR10058;48713649;Phifer;Blue;B3955;T261
PR10059;88692563;Munoz;Orange;B5243;T304
PR10060;38526230;Poythress;Silver;B4058;T170
PR10061;89869054;Hendrick;Blue;B3328;T183
PR10062;13624016;Webster;Red;B4860;T208
PR10063;99980174;Beltz;Blue;B3068;T205
PR10064;16556236;Baxter;Blue;B4163;T255
PR10065;45771152;Watts;Blue;B4103;T305
PR10066;00508441;Hurt;Blue;B4278;T177
PR10067;33039285;Natoli;Orange;B5173;T282
PR10068;38111294;Jimenez;Blue;B4436;T247
PR10069;69566164;Brock;Black;B3780;T242
PR10070;32546856;Moore;Black;B4413;T232
PR10071;91410821;Barbour;Yellow;B5550;T319
PR10072;36966687;Phillips;Blue;B4423;T231
PR10073;05398973;Drown;Blue;B3804;T267
PR10074;10367396;McIntosh;Blue;B4478;T337
PR10075;50211818;Buford;Blue;B3661;T257
PR10076;09932872;Simpson;Blue;B5007;T265
PR10077;18713724;Carpenter;Blue;B4253;T222
PR10078;69338073;Matthews;Blue;B4101;T316
PR10079;32392348;Conn;Blue;B4810;T200
PR10080;31509444;Vierra;Purple;B2758;T369
PR10081;02297778;Whalen;Silver;B4986;T322
PR10082;19516865;Warren;Orange;B3534;T199
PR10083;35511000;Feng;Blue;B2369;T158
PR10084;11183198;Rooney;Red;B3956;T232
PR10085;32966905;Crawford;Purple;B5556;T297
PR10086;01654618;York;Purple;B4993;T341
PR10087;11866367;Perdue;Blue;B3622;T278
PR10088;23334312;Smith;Blue;B2923;T249
PR10089;84303239;Lucero;Blue;B5204;T300
PR10090;74392542;Rye;Green;B4114;T310
PR10091;76675232;Carroll;Purple;B4638;T257
PR10092;49421470;Daniels;Purple;B3258;T250
PR10093;21917469;Bulger;Blue;B2557;T263
PR10094;27920000;Husband;Green;B4951;T247
PR10095;54007609;Tiedemann;Blue;B3829;T274
PR10096;40857877;Brown;Red;B4159;T136
PR10097;44005276;Martin;Red;B4460;T361
PR10098;05709549;Laird;Green;B3156;T205
PR10099;06488502;Wong;Blue;B3703;T127
PR10100;86939463;Don;Purple;B5740;T213
PR10101;65664596;Eastman;Red;B2869;T157
PR10102;17507867;Goss;Purple;B4039;T268
PR10103;36045329;Brackett;Red;B4384;T387
PR10104;76739550;Wilson;Blue;B2788;T241
PR10105;50218522;Hill;Blue;B5556;T363
PR10106;91796311;Janes;Brown;B4013;T206
PR10107;95862078;Bear;Blue;B4810;T152
PR10108;98991716;Queen;Blue;B3962;T283
PR10109;17165964;Ray;Red;B3909;T186
PR10110;35757857;Granville;Orange;B4311;T105
PR10111;16619184;Blackwell;White;B4773;T199
PR10112;18166173;Morrow;Green;B4142;T260
PR10113;30942828;Dierks;Purple;B3268;T273
PR10114;47477789;Gray;Blue;B4869;T258
PR10115;42483533;Cox;Red;B4552;T299
PR10116;43376506;Garner;Blue;B3949;T261
PR10117;22926449;Lloyd;Blue;B5149;T263
PR10118;02708645;Lowry;Blue;B4778;T349
PR10119;69965456;Simpson;Blue;B5778;T241
PR10120;61896801;Schafer;Blue;B4020;T294
PR10121;83013245;Nieto;Blue;B4218;T248
PR10122;30481339;Booth;Yellow;B5216;T357
PR10123;03356556;Brown;Blue;B3628;T401
PR10124;77389912;Partin;Blue;B3775;T234
PR10125;88134059;Silva;Blue;B4669;T245
PR10126;36563373;Wyatt;Purple;B2179;T341
PR10127;45664200;Stewart;Orange;B4656;T289
PR10128;72188039;Spence;Red;B3210;T166
PR10129;34564682;Hull;Purple;B3977;T340
PR10130;65098753;Sanders;Blue;B6024;T217
PR10131;92307474;Smith;Blue;B2911;T309
PR10132;07921612;Young;Blue;B4653;T203
PR10133;91186869;Farner;Purple;B2654;T264
PR10134;41704538;Peguero;Blue;B3958;T293
PR10135;58392870;Jones;Blue;B4761;T298
PR10136;75192615;Hernandez;Green;B5297;T159
PR10137;48462973;Wilson;Blue;B1970;T365
PR10138;63173509;Lamar;Brown;B2154;T198
PR10139;48205829;Cheng;Red;B3422;T286
PR10140;24266756;Smith;Blue;B3463;T310
PR10141;23464291;Welliver;Purple;B3424;T200
PR10142;00036656;Mathews;Blue;B3452;T311
PR10143;97556151;Johnson;Purple;B3547;T344
PR10144;59044533;Fenimore;Green;B5748;T324
PR10145;30053102;Joyce;Green;B3268;T352
PR10146;31189374;Andrews;White;B4122;T218
PR10147;70963368;Powell;Blue;B5223;T262
PR10148;07621004;Perez;Green;B4470;T302
PR10149;00238220;Roselli;Black;B3700;T245
PR10150;95260174;Lewis;Green;B2782;T269
PR10151;31863441;Penland;Purple;B3514;T250
PR10152;51299620;Townsend;Blue;B3755;T231
