Code;City;Shop_nam;Address;Address;Phone ;Регион;Manager_code;
12421;МИНСК;Relouis;ул. Есенина; 12;+375 (44) 7949139;7;2537;
14092;МИНСК;Relouis;бр Тракторостроителей ;5;+375 (29) 1920933;7;4502;
11161;МИНСК;Relouis;ул. Заславская;23;+375 (44) 7661245;7;7331;
18735;МИНСК;Relouis;ул. Колесникова;18;+375 (29) 6926076;7;5666;
10285;МИНСК;Relouis;ул.Сурганова;29;+375 (29) 6926076;7;8844;
17176;МИНСК;Relouis;ул. Янковского;44;+375 (29) 6027795;7;5459;
14347;МИНСК;Relouis;ул. Кунцевщина;  2/А;+375 (29) 1920515;7;8260;
16604;МИНСК;Relouis;ул. Мирошниченко; 3;+375 (44) 7889733;7;6949;
14396;МИНСК;Relouis;ул. Скрипникова;.11а ;+375 (17) 3995352;7;6209;
16251;МИНСК;Relouis;  Партизанский;31;+375 (29) 6577636;7;4777;
10081;МИНСК;Relouis;ул. Мирошниченко;3   ;+375 (44) 7949140;7;1252;
18696;МИНСК;Relouis;пр.Партизанский;56;+375 (29) 1920934;7;2158;
19615;МИНСК;Relouis;пр.Дзержинского;106;+375 (44) 7661246;7;5430;
10862;МИНСК;Relouis;ул. Кунцевщина;2 а;+375 (29) 6926076;7;1544;
13994;МИНСК;Relouis;ул. Янковского; 44;+375 (29) 6926076;7;5522;
14377;МИНСК;Relouis;ул. Немига; 12 А ;+375 (29) 6027796;7;6677;
17258;МИНСК;Relouis;пр. Победителей;49;+375 (29) 1920516;7;2941;
15744;МИНСК;Relouis;пр.Независимости;  52 А;+375 (44) 7889734;7;3885;
13009;МИНСК;Relouis;ул.И.Жиновича;1;+375 (17) 3995353;7;8725;
16505;МИНСК;Relouis;ул. Бурдейного;13;+375 (29) 6577637;7;7034;
16948;МИНСК;Relouis;Сеница;1;+375 (44) 7949141;7;9087;
14218;МИНСК;Relouis;ул. Скрипникова;11 А;+375 (29) 1920935;7;9603;
14381;МИНСК;Relouis;ул. Бельского; 10;+375 (44) 7661247;7;6579;
16533;МИНСК;Relouis;пересечение Логойского тракта и МКАД;+375 (29) 6926076;7;4201;
17036;МИНСК;Relouis;ул. Ильянская;4 ;+375 (29) 6926076;7;9126;
15646;МИНСК;Relouis;ул. Сухаревская;16;+375 (29) 6027797;7;4346;
11482;МИНСК;Relouis;ул. Налибокская;1 ;+375 (29) 1920517;7;2161;
18596;МИНСК;Relouis;ул.Лынькова;9;+375 (44) 7889735;7;4152;
12996;МИНСК;Relouis;прт Партизанский;104;+375 (17) 3995354;7;1584;
19161;МИНСК;Relouis;ул .Водолажского;15;+375 (29) 6577638;7;2346;
11709;МИНСК;Relouis;пр. Жукова;44;+375 (44) 7949142;7;6672;
14962;МИНСК;Relouis;ул. Кульман;  9;+375 (29) 1920936;7;7495;
13283;МИНСК;Relouis;ул. Прушинских;34;+375 (29) 6926076;7;2338;
18539;МИНСК;Relouis;прт Независимости;3;+375 (29) 6926076;7;3023;
18390;МИНСК;Relouis;ул.Ротмистрова;42 А;+375 (29) 6027798;7;9930;
15600;МИНСК;Relouis;ул. Сухаревская;46;+375 (29) 1920518;7;6333;
13522;МИНСК;Relouis;ул. Притыцкого;29;+375 (44) 7889736;7;5228;
17795;МИНСК;Relouis;ул. Мирошниченко;55;+375 (17) 3995355;7;4995;
13319;МИНСК;Relouis;ул. Кунцевщина;19;+375 (29) 6577639;7;4469;
10676;МИНСК;Relouis;ул. В. Хоружей;8;+375 (44) 7949143;7;3943;
12738;МИНСК;Relouis;ул. Кирова; 1;+375 (29) 1920937;7;7929;
15293;МИНСК;Relouis;ул. В. Хоружей; 6в;+375 (44) 7661249;7;7665;
15524;МИНСК;Relouis;ул. Волгоградская; 2а;+375 (29) 6926076;7;3945;
15024;МИНСК;Relouis;ул. Сухаревская;6;+375 (29) 6926076;7;3748;
12158;МИНСК;Relouis;ул. Казинца; 47;+375 (29) 6027799;7;2745;
11084;МИНСК;Relouis;прт Рокоссовского;  150А;+375 (29) 1920519;7;6402;
16484;МИНСК;Relouis;ул. Бурдейного 6;54;+375 (44) 7889737;7;1815;
11872;МИНСК;Relouis;ул. Жилуновича;100;+375 (17) 3995356;7;4160;
12105;МИНСК;Relouis;ул. Алибегова 13/1;21;+375 (29) 6577640;7;3637;
18394;МИНСК;Relouis;ул. Мирошниченко;+375 (44) 7949144;7;3862;
12664;МИНСК;Relouis;Сурганова;1;+375 (29) 1920938;7;8053;
13705;МИНСК;Relouis;ул. Московская;2;+375 (44) 7661250;7;6132;
16624;МИНСК;Relouis;ул. Воронянского;Д.30;+375 (29) 6926076;7;2507;
14821;МИНСК;Relouis;ул. Сурганова;150;+375 (29) 6926076;7;3692;
16309;МИНСК;Relouis;ул. Маяковского;2;+375 (17) 3995350;7;7360;
12828;МИНСК;Relouis;прт. Пушкина;Д.11;+375 (29) 6577634;7;9148;
10035;МИНСК;Relouis;ул. Дзержинского; Д. 5;+375 (44) 7949138;7;1699;
10696;МИНСК;Relouis;ул. Уманская;Д. 156;+375 (29) 1920932;7;7846;
18457;МИНСК;Relouis;ул. Руссиянова;24;+375 (44) 7661244;7;8447;
14657;МИНСК;Relouis;ул. Голубка;26;+375 (29) 6926076;7;8918;
12138;МИНСК;Relouis;ул. Я.Коласа;65;+375 (29) 6926076;7;9120;
10801;МИНСК;Relouis;ул. Кунцевщина;154;+375 (29) 6027794;7;8837;
12244;МИНСК;Relouis;ул. Неманская;210;+375 (29) 1920514;7;4025;
16488;МИНСК;Relouis;ул. Скрипникова;16;+375 (44) 7889732;7;7108;
12623;МИНСК;Relouis;ул. Притыцкого;326 (1 ЭТАЖ);+375 (17) 3995351;7;1955;
18800;МИНСК;Relouis;ул. Казинца;19;+375 (29) 6577635;7;9880;
18924;МИНСК;Relouis;ул. Ложинская;31;+375 (44) 7949139;7;8208;
16150;МИНСК;Relouis;ул. Логойский тракт;Д.35;+375 (29) 1920933;7;6801;
17081;МИНСК;Relouis;ул. Красная;10;+375 (44) 7661245;7;3077;
10501;МИНСК;Relouis;ул. Притыцкого;15;+375 (29) 6926076;7;9251;
12099;МИНСК;Relouis;прт. Независимости;6;+375 (29) 6926076;7;4823;
16213;МИНСК;Relouis;ул. Никифорова;3;+375 (29) 6027795;7;7806;
19264;МИНСК;Relouis;прт. Газеты Правда;42 А;+375 (29) 1920515;7;6264;
19131;МИНСК;Relouis;ул. Пономаренко;46;+375 (44) 7889733;7;7060;
16409;МИНСК;Relouis;ул. Немига;29;+375 (17) 3995352;7;7725;
11710;МИНСК;Relouis;ул. Притыцкого;55;+375 (29) 6577636;7;8468;
17709;МИНСК;Relouis;ул. В.Хоружей;19;+375 (44) 7949140;7;9911;
16794;МИНСК;Relouis;ул. бр. Тракторостроителей;8;+375 (29) 1920934;7;5100;
16551;МИНСК;Relouis;ул. Неманская; 1;+375 (44) 7661246;7;3511;
14607;МИНСК;Relouis;ул. Рафиева; 6в;+375 (29) 6926076;7;4821;
17922;МИНСК;Relouis;Игуменский трт; 2а;+375 (29) 6926076;7;8254;
19564;МИНСК;Relouis;ул. Селицкого;6;+375 (29) 6027796;7;5395;
11005;МИНСК;Relouis;прт Независимости; 47;+375 (29) 1920516;7;6215;
17785;МИНСК;Relouis;Время работы:;  150А;+375 (44) 7889734;7;8530;
12016;МИНСК;Relouis;9:00  20:00;54;+375 (17) 3995353;7;6517;
13769;МИНСК;Relouis;ул. Кирова;100;+375 (29) 6577637;7;8473;
10538;МИНСК;Relouis;ул. Уральская;21;+375 (44) 7949141;7;6643;
11260;МИНСК;Relouis;ул. Никифорова;+375 (29) 1920935;7;6538;
11387;МИНСК;Relouis;ул.Притыцкого;1;+375 (44) 7661247;7;4126;
19507;МИНСК;Relouis;бр Шевченко;2;+375 (29) 6926076;7;3085;
19768;МИНСК;Relouis;д. Боровляны;Д.30;+375 (29) 6926076;7;8200;
12765;МИНСК;Relouis;п. Юбилейный;150;+375 (29) 6027797;7;9934;
18889;МИНСК;Relouis;г.п. Свислочь;2;+375 (29) 1920517;7;3400;
15087;МИНСК;Relouis;ул. Рокоссовского;Д.11;+375 (44) 7889735;7;8293;
10237;МИНСК;Relouis;ул. Космонавтов ; Д. 5;+375 (17) 3995354;7;4925;
13323;МИНСК;Relouis;4й пер. Кольцова;Д. 156;+375 (29) 6577638;7;8288;
12600;МИНСК;Relouis;Белинского;68155;+375 (44) 7949142;7;2566;
17283;МИНСК;Relouis;Дзержинского;79;+375 (29) 1920936;7;1740;
12523;МИНСК;Relouis;Долгобродская;34;+375 (44) 7661248;7;4473;
11619;МИНСК;Relouis;Есенина;51;+375 (29) 6926076;7;6421;
17338;МИНСК;Relouis;Жуковского; 45;+375 (29) 6926076;7;8754;
11252;МИНСК;Relouis;Кальварийская; 6;+375 (29) 6027798;7;6582;
17632;МИНСК;Relouis;Леси Украинки;  147/1Н;+375 (29) 1920518;7;2520;
16429;МИНСК;Relouis;Логойский тракт; 128;+375 (44) 7889736;7;7715;
15202;МИНСК;Relouis;Матусевича;45;+375 (17) 3995355;7;9463;
17092;МИНСК;Relouis;Матусевича; 2/31;+375 (29) 6577639;7;3135;
16801;МИНСК;Relouis;Мясникова;80;+375 (44) 7949143;7;6732;
12475;МИНСК;Relouis;Немига; 150в;+375 (29) 1920937;7;7417;
19160;МИНСК;Relouis;Ольшевского;10;+375 (44) 7661249;7;3236;
18751;МИНСК;Relouis;Острошицкая; 6;+375 (29) 6926076;7;1923;
10418;МИНСК;Relouis;Партизанский;  147/1Н;+375 (29) 6926076;7;7760;
17164;МИНСК;Relouis;Партизанский; 128;+375 (29) 6027799;7;6775;
19722;МИНСК;Relouis;Партизанский;45;+375 (29) 1920519;7;8358;
11519;МИНСК;Relouis;Притыцкого; 2/31;+375 (17) 3995356;7;8655;
10818;МИНСК;Relouis;Рокоссовского;80;+375 (29) 6577640;7;2876;
15933;МИНСК;Relouis;Рокоссовского; 150в;+375 (44) 7949144;7;9809;
12674;МИНСК;Relouis;Скрипникова;10;+375 (29) 1920938;7;1877;
14758;МИНСК;Relouis;Уборевича; 95а;+375 (44) 7661250;7;4373;
15747;МИНСК;Relouis;Червякова; 4;+375 (29) 6926076;7;6598;
19871;МИНСК;Relouis;Шевченко; 24;+375 (29) 6926076;7;5734;
15122;МИНСК;Relouis;Я.Брыля;24;+375 (29) 60277100;7;9630;
10683;МИНСК;Relouis;Янковского;44;+375 (29) 1920520;7;8898;
19468;Минск;Relouis;ул. Денисовская;65;+375 (29) 6926076;7;5689;
18247;Минск;Relouis;прт Независимости; 8/2  ;+375 (17) 3995350;7;1846;
13797;Минск;Relouis;ул. Притыцкого;6.  ;+375 (29) 6577634;7;2744;
10130;Минск;Relouis;ул. Сурганова;93;+375 (44) 7949138;7;8680;
19892;Минск;Relouis;ул. ДунинаМарцинкевича;50;+375 (29) 1920932;7;2543;
16077;Минск;Relouis;ул. Мстиславца;11;+375 (44) 7661244;7;6565;
19352;Минск;Relouis;пр.Независимости;11;+375 (29) 6926076;7;8598;
12653;Минск;Relouis;ул. Притыцкого;32;+375 (29) 6926076;7;2652;
17490;Минск;Relouis;пр.Победителей;156;+375 (29) 6027794;7;6733;
16822;Минск;Relouis;ул. Мирошниченко и МКАД;65;+375 (17) 3995350;7;2824;
17980;Минск;Relouis;ул. Бобруйская;+375 (29) 6577634;7;2075;
19727;Минск;Relouis;ул. П. Глебки; 6  ;+375 (44) 7949138;7;5518;
16738;Минск;Relouis;прт Дзержинского;5;+375 (29) 1920932;7;8225;
15784;Могилев;Relouis; Димитрова; 70а;+375 (29) 5490357;6;5260;
10390;Могилев;Relouis; Минское шоссе;31;+375 (29) 6831811 ;6;3719;
17906;Могилев;Relouis; Королева; 37а;+375 (236) 210366;6;1419;
11079;Могилев;Relouis; Мира;1;+375 (222) 774847;6;1564;
13554;Могилев;Relouis; Пушкинский; 75д2;+375 (176) 759694 ;6;2625;
13673;Могилев;Relouis; Якубовского;44;+375 (44) 7858089;6;4115;
10215;Могилев;Relouis; Гришина;4;+375 (44) 7858089;6;4130;
12269;Могилев;Relouis; Ленинская;914;+375 (29) 7756459;6;7553;
18251;Могилев;Relouis; Пушкинский;24;+375 (29) 6831811 ;6;7401;
18918;Могилев;Relouis; Симонова; 29б;+375 (29) 1944957;6;4700;
19958;Могилев;Relouis; Якубовского; 51б;+375 (29) 5490357;6;1240;
19930;Могилев;Relouis; Лазаренко; 73б;+375 (236) 202135;6;7712;
15734;Могилев;Relouis; Ленинская; 14а;+375 (29) 6831811 ;6;5339;
11094;Могилев;Relouis; Мира;20;+375 (29) 1920364;6;9159;
16333;Могилев;Relouis; Терехина;9;+375 (176) 777982 ;6;7037;
14964;Могилев;Relouis; Челюскинцев;41;+375 (44) 7373796;6;7751;
12126;Могилев;Relouis; ул. Пионерская;50А;+375 (44) 7949138;6;6808;
16685;Могилев;Relouis;бр Непокоренных;47 ;+375 (29) 6577634;6;4668;
19695;МОГИЛЕВ;Relouis;УЛ.ПЕРВОМАЙСКАЯ;61;+375 (44) 7003027;6;2717;
13317;МОГИЛЕВ;Relouis;УЛ.КОРОЛЕВА;19;+375 (44) 7893926;6;4704;
11254;МОГИЛЕВ;Relouis;УЛ.ПЕРВОМАЙСКАЯ;20;+375 (29) 3920576;6;6629;
10774;МОГИЛЕВ;Relouis; УЛ. МОВЧАНСКОГО;6;+375 (44) 7373935;6;8246;
16537;МОГИЛЕВ;Relouis;УЛ. ОСТРОВСКОГО;5;+375 (44) 7822736;6;2791;
16203;Могилев;Relouis;ул. Гагарина;91;+375 (44) 7661244;6;9700;
17479;Могилев;Relouis;Минское шоссе;79  1й этаж. ;+375 (29) 6926076;6;6768;
17733;Могилев;Relouis;прт Мира;27;+375 (44) 7889735;6;8365;
19070;Мозырь;Relouis; Дружбы; 11а;+375 (236) 210366;3;7931;
13708;Мозырь;Relouis; Дружбы; 1б;+375 (236) 202135;3;5066;
19212;Мозырь;Relouis; Интернациональная; 53б;+375 (29) 2340575;3;9559;
18155;Мозырь;Relouis; Ленинская;75;+375 (29) 3920641;3;3107;
16699;Мозырь;Relouis; Полесская; 24а;+375 (29) 3920659;3;2112;
10572;Мозырь;Relouis; Притыцкого; 2г;+375 (44) 7670391;3;1960;
14375;Мозырь;Relouis; Социалистическая; 115а;+375 (44) 5788044;3;8985;
16262;Мозырь;Relouis; Малинина; 1а/4;+375 (236) 209655;3;7158;
17886;МОЗЫРЬ;Relouis;УЛ.ПРИТЫЦКОГО; 2А;+375 (29) 6926520;3;6623;
10738;Молодечно;Relouis; В.Гостинец; 143б;+375 (176) 706139 ;5;6714;
11226;Молодечно;Relouis; Великий Гостинец; 163А;+375 (44) 7696295;5;9110;
11311;Молодечно;Relouis; Волынца;12;+375 (29) 1944957;5;8560;
14309;Молодечно;Relouis; Гостинец;67;+375 (29) 1944957;5;1424;
15999;Молодечно;Relouis; Космонавтов; 1а;+375 (29) 1920364;5;8886;
17356;Мосты;Relouis; Советская;3;+375 (29) 7756459;4;7283;
16231;Мстиславль;Relouis; Петра Мстиславца; 1а;+375 (29) 6930536;6;4141;
16910;Наровля;Relouis; Ленина;3;375 (29) 6920228;3;9703;
15673;Несвиж;Relouis; 1ый Советский;9;+375 (44) 7696182;5;7076;
19622;Новогрудок;Relouis; Минская; 7а;375 (29) 1921730;4;3725;
19150;Новогрудок;Relouis; Мицкевича;48;+375 (29) 1921730;4;6452;
14018;Новополоцк;Relouis; Нефтяников;6;+375 (214) 752714;2;6129;
19444;Новополоцк;Relouis; Молодежная; 166а;+375 (29) 3801826;2;8830;
19248;Новополоцк;Relouis; Молодежная; 92а1;+375 (29) 3929504;2;4557;
19410;Новополоцк;Relouis;ул. Блохина;16;+375 (44) 7661244;2;9544;
14475;НОВОПОЛОЦК;Relouis;УЛ.КИРОВА;3;+375 (44) 7833595;2;8935;
19403;Орша;Relouis; Мира;4;+375 (216) 540226;2;2262;
15069;Орша;Relouis; Могилевская; 113а/2 ;+375 (29) 6933443;2;7332;
12049;Орша;Relouis; Молокова; 6 ;+375 (44) 7822168;2;2438;
15574;Орша;Relouis; Свердлова;16;+375 (216) 545620;2;7186;
17411;Орша;Relouis; Текстильщиков; 11/1;+375 (44) 7373926;2;3204;
13914;Орша;Relouis; Флерова; 2а;+375 (216) 265813;2;1833;
14333;Орша;Relouis;прт Текстильщиков;12/25    ;+375 (29) 1920932;2;5340;
19432;ОРША;Relouis;ПЛ.ЦЕНТРАЛЬНАЯ;2;+375 (29) 3936322;2;3983;
14077;Осиповичи;Relouis;Сумченко;27;+375 (29) 6938416 ;6;5336;
13698;Осиповичи;Relouis;Сумченко;  63б/1;+375 (29) 1956082;6;2605;
14923;Осиповичи;Relouis;ул.Сумченко;45;+375 (29) 6577638;6;8776;
13094;Островец;Relouis;Аэродромная;  21 ;+375 (2235) 74605 ;4;1372;
18198;Островец;Relouis; Карла Маркса;14;+375 (29) 1956082;4;7045;
17272;Ошмяны;Relouis;Красноармейская;9;+375 (29) 1921726;4;9562;
19653;Петриков;Relouis;Базарная;  10а;+375 (1593) 73319 ;3;9539;
15971;Пинск;Relouis;ул.Партизанская;35;+375 (44) 7889736;1;9396;
14199;Пинск;Relouis;13;+375 (29) 1920937;1;7235;
16345;Пинск;Relouis; ул.Центральная;135;+375 (29) 6577639;1;5960;
16751;Пинск;Relouis; прт Жолтовского;44;+375 (44) 7949143;1;4685;
11831;Пинск;Relouis;ул.Брестсткая;42;+375 (17) 3995355;1;8145;
18415;Пинск;Relouis; ул. Ленина;13;+375 (29) 6926076;1;8687;
19423;Пинск;Relouis; Жолтовского;26;+375 (29) 6921897;1;7353;
11142;Пинск;Relouis; ИркутскоПинской дивизии; 61А1;+375 (44) 5557773;1;1944;
19944;Пинск;Relouis; Ленина; 1 пом.2;+375 (29) 6924975;1;1426;
14653;Пинск;Relouis; Карла Маркса; 29а1;+375 (29) 1922021;1;4350;
12536;Пинск;Relouis; Первомайская;90;+375 (29) 3920173;1;8698;
12936;Пинск;Relouis;Ленинградская;15;+375 (29) 6924975;1;5921;
15953;Пинск;Relouis;Центральная; 44а;+375 (29) 1922021;1;1600;
17655;Полоцк;Relouis; Вильнюсское шоссе; 1 корп. 2;+375 (29) 3920675;2;9600;
12704;Полоцк;Relouis; Космонавтов;77;+375 (214) 460313 ;2;2195;
11197;Полоцк;Relouis; Гоголя;19;+375 (29) 3801805;2;4656;
17828;Полоцк;Relouis; Петруся Бровки; 454 ;+375 (29) 3920129;2;4915;
15395;Полоцк;Relouis; Октябрьская; 84а;+375 (33) 3663939 ;2;2790;
14708;Полоцк;Relouis; Хруцкого;8;+375 (29) 3801845;2;2935;
14214;Полоцк;Relouis; Франциска Скорины;37;+375 (29) 6931044;2;5433;
14640;ПОЛОЦК;Relouis; УЛ.ГОГОЛЯ;16;+375 (44) 5601282;2;3298;
15453;Поставы;Relouis; Вокзальная;5;+375 (44) 7656283;2;6232;
10967;Пружаны;Relouis; Парковая; 3а;+375 (29) 3801845;1;7394;
10898;Речица;Relouis; Советская;108;+375 (29) 1981289;3;6098;
12910;Речица;Relouis; Луначарского;5;+375 (2155) 24016 ;3;8378;
14164;Речица;Relouis; Советская;51;+375 (29) 6930403;3;9852;
17175;Речица;Relouis;Светлогорское шоссе;27;+375 (2340) 20356;3;2632;
16060;Речица;Relouis;Строителей;  4б;+375 (29) 1956234;3;6523;
18905;РЕЧИЦА;Relouis;УЛ.СНЕЖКОВА;19;+375 (29) 1920109;3;1373;
15700;РЕЧИЦА;Relouis;ул. Советская; 97Б;+375 (44) 7949142;3;9693;
17830;Рогачев;Relouis;Октябрьская;27;+375 (29) 8239102;3;4845;
17527;Светлогорск;Relouis; Калинина;6;+375 (2340) 49950;6;4456;
17529;Светлогорск;Relouis;12;+375 (29) 1956234;6;4860;
12965;Светлогорск;Relouis; Социалистическая;80;+375 (44) 7868187;6;4930;
17805;СВЕТЛОГОРСК;Relouis;МКР МОЛОДЕЖНЫЙ;20А;+375 (29) 6934081;6;4578;
11508;Свислочь;Relouis; Строителей;12;+375 (29) 6930458;4;7687;
18858;Свислочь;Relouis;Комсомольская;12;+375 (29) 6920168;4;3160;
17161;Сенно;Relouis;Машерова;10;+375 (29) 6920168;2;6096;
11774;Славгород;Relouis;Октябрьская;40 ;+375 (29) 3432926;6;1876;
14247;Слоним;Relouis;Ершова;58;+375 (29) 6930661 ;4;5907;
13653;Слоним;Relouis; Ершова;58;+375 (44) 7969104;4;6204;
11317;Слоним;Relouis;Красноармейская;6;+375 (44) 7656273;4;3557;
12026;Слоним;Relouis;Комсомольская;5;+375 (29) 6933476;4;9825;
16701;Слуцк;Relouis; Богдановича;31;+375 (29) 3412890;5;2377;
19677;Слуцк;Relouis; 14 Партизан;15;+375 (29) 1920241 ;5;5541;
14992;Слуцк;Relouis;Мельничная;  8б;+375 (1795) 25220;5;2593;
18136;Смолевичи;Relouis; Ленинская; 1а;+375 (29) 3801806 ;5;7529;
11879;Смолевичи;Relouis;50 лет Октября;4;+375 (1776) 54500;5;4537;
14601;Сморгонь;Relouis; Ленина;4;+375 (1562) 65676;4;3652;
16158;Сморгонь;Relouis; Юбилейная;8;+375 (1562) 65855;4;5664;
10811;Сморгонь;Relouis; Суворова; 32 ;+375 (44) 7833097 ;4;1357;
11780;Сморгонь;Relouis;Якуба Коласа;  91а;+375 (44) 7858153;4;1222;
15725;Солигорск;Relouis;Заслонова;  67в;+375 (44) 7833097;5;4574;
17819;Солигорск;Relouis;Ленинского Комсомола;18;+375 (29) 3801871;5;9587;
10345;Солигорск;Relouis;Ленина;20;+375 (29) 3801871;5;2062;
11989;Солигорск;Relouis;Октябрьская;38 ;+375 (29) 3920593;5;7132;
19743;Солигорск;Relouis;Шахтеров;264 ;+375 (29) 6890412;5;4599;
13552;СОЛИГОРСК;Relouis;УЛ. К. ЗАСЛОНОВА;29;+375 (29) 3486151;5;3640;
14814;СОЛИГОРСК;Relouis;УЛ.ЖЕЛЕЗНОДОРОЖНАЯ;  21А;+375 (44) 7373956;5;4856;
15778;Столбцы;Relouis; Первомайская;1;+375 (1717) 74477 ;5;1421;
14300;Столин;Relouis;Советская;39;+375 (29) 6920206;1;3838;
12328;Толочин;Relouis;Тракторная;  30а;+375 (44) 5167056 ;2;9335;
12055;Узда;Relouis; Молодежная;27б;+375 (29) 1929054;5;7560;
16964;Фаниполь;Relouis; Комсомольская;8а;+375 (44) 7818268;5;3768;
10008;Хотимск;Relouis;Болдина;  2а;+375 (29) 1956154;6;7194;
12010;Чашники;Relouis;Ленинская;121б;+375 (44) 7969050;2;8537;
18381;Червень;Relouis;Барыкина; 79а;+375 (29) 7085960;5;8482;
17376;ЧЕРВЕНЬ;Relouis; УЛ.К.МАРКСА;8;+375 (44) 7969119;5;2592;
19777;Чериков;Relouis;Ленинская;178;+375 (29) 3920365;6;6640;
15985;Чечерск;Relouis;Советская;49;+375 (29) 6927853;3;5368;
16091;Шклов;Relouis;Советская; 1А;+375 (29) 3920593;6;3209;
10164;Щучин;Relouis;Гастелло;6;+375 (1514) 74001;4;2883;
