postal_code,address,city,country,,
225409,"б-р Хейнола, 8",г. Барановичи,Беларусь,,
225406,"пл. Ленина, 1",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 224, корп. А, оф. 4",г. Барановичи,Беларусь,,
225409,"ул. Красноармейская, 18",г. Барановичи,Беларусь,,
225407,"ул. Репина, 61",г. Барановичи,Беларусь,,
225320,"ул. Слонимская, 66",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 49",г. Барановичи,Беларусь,,
225320,"ул. Тельмана, 124-9",г. Барановичи,Беларусь,,
225409,"ул. Кирова, 68",г. Барановичи,Беларусь,,
225413,"Слонимское шоссе, 1-1",г. Барановичи,Беларусь,,
225331,"ул. Парковая, 3",г. Барановичи,Беларусь,,
225409,"ул. Советская, 79-506",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 270Б",г. Барановичи,Беларусь,,
225320,"ул. Советская, 59, корп. А",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 224В",г. Барановичи,Беларусь,,
225409,"ул. Советская, 53",г. Барановичи,Беларусь,,
225320,"ул. Орджоникидзе, 14-16",г. Барановичи,Беларусь,,
225410,"ул. Кирова, 79/3",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 13, пом. 17",г. Барановичи,Беларусь,,
225320,"ул. Вильчковского, 184/3",г. Барановичи,Беларусь,,
231800,"ул. Царюка, 64 (салон кухонь ""ЗОВ"")",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 164",г. Барановичи,Беларусь,,
225409,"пл. Ленина, 1",г. Барановичи,Беларусь,,
225315,"ул. Садовая, 7",г. Барановичи,Беларусь,,
225336,"ул. Садовая, 123",г. Барановичи,Беларусь,,
225362,"ул. Советская, 2-2",г. Барановичи,Беларусь,,
225357,"ул. Заводская, 297Б",г. Барановичи,Беларусь,,
225415,"д. 21, оф. 135 (зд. Шампиньонницы)",г. Барановичи,Беларусь,,
225321,д. 43,г. Барановичи,Беларусь,,
225337,"д. 15, корп. А",г. Барановичи,Беларусь,,
225316,"ул. Ленина, 11-3",г. Барановичи,Беларусь,,
225330,"ул. Балобановичская, 28",г. Барановичи,Беларусь,,
225320,"ул. Баранова, 48-36",г. Барановичи,Беларусь,,
225409,"ул. Советская, 100-45",г. Барановичи,Беларусь,,
225336,"с/с Новомышский, пер. Садовый, 9",г. Барановичи,Беларусь,,
225416,"ул. Жукова, 12, корп. 5, кв. 99",г. Барановичи,Беларусь,,
225409,"ул. Димитрова, 12",г. Барановичи,Беларусь,,
225410,"ул. Фроленкова, 40",г. Барановичи,Беларусь,,
225351,"ул. Центральная, 9",г. Барановичи,Беларусь,,
225407,"ул. Новомышская, 37",г. Барановичи,Беларусь,,
225409,"ул. Пролетарская, 48, корп. А, комн. 25",г. Барановичи,Беларусь,,
225320,"ул. Промышленная, 32",г. Барановичи,Беларусь,,
225409,"ул. Строителей, 9",г. Барановичи,Беларусь,,
225409,"ул. Советская, 81, а/я 50",г. Барановичи,Беларусь,,
225416,"ул. Наконечникова, 32/1",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 22-2",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 93, пом. 3",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 12",г. Барановичи,Беларусь,,
225320,"пл. Ленина, 2",г. Барановичи,Беларусь,,
225320,"ул. Парковая, 37",г. Барановичи,Беларусь,,
225401,"ул. Парковая, 46-12",г. Барановичи,Беларусь,,
225409,"пр-т Советский, 11",г. Барановичи,Беларусь,,
225409,"ул. Советская, 73-19",г. Барановичи,Беларусь,,
225416,"пр-т Советский, 20",г. Барановичи,Беларусь,,
225409,Парк им. 30-летия ВЛКСМ,г. Барановичи,Беларусь,,
225411,"ул. Промышленная, 1",г. Барановичи,Беларусь,,
225409,"ул. 50 лет ВЛКСМ, 5",г. Барановичи,Беларусь,,
225411,"ул. Пролетарская, 34",г. Барановичи,Беларусь,,
225411,"пр-т Советский, 35",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 1",г. Барановичи,Беларусь,,
225411,"ул. Промышленная, 1",г. Барановичи,Беларусь,,
225417,"пер. 1-й Защиный, 18-26",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 35",г. Барановичи,Беларусь,,
225409,"ул. Царюка, 12-17",г. Барановичи,Беларусь,,
225406,"ул. Багрима, 17-66",г. Барановичи,Беларусь,,
225415,"ул. Притыцкого, 114-1",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 100",г. Барановичи,Беларусь,,
225411,"ул. Пролетарская, 137-2",г. Барановичи,Беларусь,,
225409,"ул. Советская, 64, пом. 5",г. Барановичи,Беларусь,,
225336,"ул. Садовая, 20, корп. А",г. Барановичи,Беларусь,,
225406,"ул. 50 лет БССР, 31",г. Барановичи,Беларусь,,
225314,"ул. Новая, 8",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 124-1",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 3",г. Барановичи,Беларусь,,
225409,"ул. Проминского, 20",г. Барановичи,Беларусь,,
225409,"ул. Советская, 108-2",г. Барановичи,Беларусь,,
225415,"ул. 50 лет ВЛКСМ, 2, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Циолковского, 80",г. Барановичи,Беларусь,,
225416,"ул. Жукова, 2/2",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 112, корп. В",г. Барановичи,Беларусь,,
225329,"ул. М. Казея, 16",г. Барановичи,Беларусь,,
225339,,г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 25",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 24",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 226/1, каб. 12, 14",г. Барановичи,Беларусь,,
225320,"ул. Чернышевского, 67",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 117",г. Барановичи,Беларусь,,
225409,"ул. Пролетарская, 50/1",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 102",г. Барановичи,Беларусь,,
225413,"Слонимское шоссе, 4",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 244, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Глинки, 14",г. Барановичи,Беларусь,,
225413,"ул. Колхозная, 78, корп. А",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 285, корп. Б",г. Барановичи,Беларусь,,
225413,мр-н Тексер (террит. Военного городка),г. Барановичи,Беларусь,,
225410,"ул. Фроленкова, 49, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 6, корп. А",г. Барановичи,Беларусь,,
225409,"пр-т Советский, 21",г. Барановичи,Беларусь,,
225320,"ул. Чурилина, 3",г. Барановичи,Беларусь,,
225320,"ул. Курчатова, 11",г. Барановичи,Беларусь,,
225409,"ул. Красноармейская, 18",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 22-2",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 22-2",г. Барановичи,Беларусь,,
225409,а/я 21,г. Барановичи,Беларусь,,
225362,"ул. Ленина, 8",г. Барановичи,Беларусь,,
225362,"ул. П. Багрима, 17",г. Барановичи,Беларусь,,
225362,"ул. Ленина, 8",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 182, корп. Б",г. Барановичи,Беларусь,,
225320,"ул. Советская, 64-7",г. Барановичи,Беларусь,,
225408,"пл. Ленина, 1",г. Барановичи,Беларусь,,
225404,"ул. Войкова, 14",г. Барановичи,Беларусь,,
225406,"ул. Доватора, 7",г. Барановичи,Беларусь,,
225320,"ул. Кирова, 43",г. Барановичи,Беларусь,,
225320,"ул. 50 лет ВЛКСМ, 7",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 175",г. Барановичи,Беларусь,,
225409,"ул. Царюка, 9",г. Барановичи,Беларусь,,
225320,"ул. Чернышевского, 11 (рынок)",г. Барановичи,Беларусь,,
225404,"ул. Баранова, 57-27",г. Барановичи,Беларусь,,
225360,с/с Крошинский,г. Барановичи,Беларусь,,
225416,"ул. Брестская, 224, корп. Б",г. Барановичи,Беларусь,,
225408,"пл. Ленина, 1, корп. А",г. Барановичи,Беларусь,,
225339,,г. Барановичи,Беларусь,,
225409,"ул. Брестская, 69-2",г. Барановичи,Беларусь,,
225409,"ул. Гагарина, 62 (зд.магазина)",г. Барановичи,Беларусь,,
225316,"ул. Центральная, 5-15",г. Барановичи,Беларусь,,
225413,"ул. Крошинская, 1",г. Барановичи,Беларусь,,
225409,"ул. Промышленная, 7",г. Барановичи,Беларусь,,
225350,"ул. Красноармейская, 18",г. Барановичи,Беларусь,,
225409,"ул. Красноармейская, 18",г. Барановичи,Беларусь,,
225401,"ул. Еловая, 13",г. Барановичи,Беларусь,,
225320,"пер. 1-й Циолковского, 14",г. Барановичи,Беларусь,,
225331,"ул. Слонимская, 66",г. Барановичи,Беларусь,,
225417,"пер. 4-й Тавлая, 22",г. Барановичи,Беларусь,,
225320,"ул. Парковая, 2-46",г. Барановичи,Беларусь,,
225359,д. Ежоны,г. Барановичи,Беларусь,,
225407,"ул. Бадака, 74, корп. 1",г. Барановичи,Беларусь,,
225356,"ул. 17 Сентября, 22, корп. А",г. Барановичи,Беларусь,,
225356,"ул. Юбилейная, 2",г. Барановичи,Беларусь,,
225300,,г. Барановичи,Беларусь,,
225409,"ул. Брестская, 117",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 112, корп. В",г. Барановичи,Беларусь,,
225415,"ул. Советская, 158-22",г. Барановичи,Беларусь,,
225409,"ул. Царюка, 64/1-3",г. Барановичи,Беларусь,,
225409,"ул. Гагарина, 32",г. Барановичи,Беларусь,,
225357,"д. 176, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Советская, 59-1",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 162",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 295",г. Барановичи,Беларусь,,
225416,"ул. Наконечникова, 17/4-5",г. Барановичи,Беларусь,,
225406,"ул. Доватора, 1",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 273",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 124, корп. Л",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 15, пом. 49",г. Барановичи,Беларусь,,
225320,"пер. 1-й Освобождения, 32",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 11",г. Барановичи,Беларусь,,
225320,"ул. Парашютная, 1",г. Барановичи,Беларусь,,
225410,"ул. Текстильная, 18, корп. Г",г. Барановичи,Беларусь,,
225409,"ул. Баранова, 8-14",г. Барановичи,Беларусь,,
225407,"пер. 2-й Столярный, 20Б",г. Барановичи,Беларусь,,
225419,"ул. Тельмана, 96, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Гагарина, 19-204",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 226/2",г. Барановичи,Беларусь,,
225407,"ул. Брестская, 226/11",г. Барановичи,Беларусь,,
225413,"ул. Тексер, 4",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 9",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 21",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 11",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 7",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 15",г. Барановичи,Беларусь,,
225409,"ул. Притыцкого, 100/42",г. Барановичи,Беларусь,,
225409,"ул. Промышленная, 9",г. Барановичи,Беларусь,,
225409,"ул. Тельмана, 92, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Промышленная, 9",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 69-2",г. Барановичи,Беларусь,,
225411,"ул. Пролетарская, 2Б",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 93",г. Барановичи,Беларусь,,
225320,"ул. Притыцкого, 140",г. Барановичи,Беларусь,,
225339,"ул. Центральная, 5",г. Барановичи,Беларусь,,
225415,"ул. Коммунистическая, 5",г. Барановичи,Беларусь,,
225413,ул. Хлебная. 16/3,г. Барановичи,Беларусь,,
225320,"ул. Царюка, 7",г. Барановичи,Беларусь,,
225410,"ул. Фабричная, 22",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 3",г. Барановичи,Беларусь,,
225409,"ул. Советская, 53-11",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 6",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 272",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 15",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 55",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 8",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 21",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 128",г. Барановичи,Беларусь,,
225320,"ул. Советская, 70",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 279, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 270, корп. Б",г. Барановичи,Беларусь,,
225409,"ул. Текстильная, 17",г. Барановичи,Беларусь,,
225415,"ул. Советская, 148",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 5",г. Барановичи,Беларусь,,
225407,"ул. Матросова, 80А",г. Барановичи,Беларусь,,
225406,"ул. Чернышевского,  69, корп. Б",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 62",г. Барановичи,Беларусь,,
225404,"ул. Ленина, 18",г. Барановичи,Беларусь,,
225320,"ул. Советская, 66",г. Барановичи,Беларусь,,
225406,"ул. Чернышевского, 11",г. Барановичи,Беларусь,,
225400,"ул. Комсомольская, 12",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 89",г. Барановичи,Беларусь,,
225410,"ул. Текстильная, 18-8",г. Барановичи,Беларусь,,
225316,"ул. Парковая, 1 (ТЦ)",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 256",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 9",г. Барановичи,Беларусь,,
225320,"ул. Тельмана, 24 (Кирмаш ""Полесский"", пав. 4П)",г. Барановичи,Беларусь,,
225409,"ул. Курчатова, 11",г. Барановичи,Беларусь,,
225314,"ул. Могучего, 16-12",г. Барановичи,Беларусь,,
225400,"ул. Советская, 57, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 5",г. Барановичи,Беларусь,,
225409,"ул. Советская, 73",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 9",г. Барановичи,Беларусь,,
225409,"ул. Советская, 59",г. Барановичи,Беларусь,,
225417,"ул. Фестивальная, 27/5-3",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 279Б",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 2Б",г. Барановичи,Беларусь,,
225409,"ул. Куйбышева, 42",г. Барановичи,Беларусь,,
225409,"ул. Вильчковского, 49, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Советская, 78",г. Барановичи,Беларусь,,
225320,"ул. Комсомольская, 9",г. Барановичи,Беларусь,,
225416,"ул. Наконечникова, 5-14",г. Барановичи,Беларусь,,
225411,"ул. Пролетарская, 48А",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 270Д",г. Барановичи,Беларусь,,
225409,"ул. Тельмана, 157",г. Барановичи,Беларусь,,
225409,"ул. Советская, 105",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 273-3",г. Барановичи,Беларусь,,
225320,"ул. Пролетарская, 40, корп. 1",г. Барановичи,Беларусь,,
225410,"пр-т Советский, 19",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 4",г. Барановичи,Беларусь,,
225409,"ул. Войкова, 2, корп. 1",г. Барановичи,Беларусь,,
225320,"ул. Чернышевского, 11/8",г. Барановичи,Беларусь,,
225409,"ул. Фабричная, 12",г. Барановичи,Беларусь,,
225320,"ул. Советская, 68",г. Барановичи,Беларусь,,
225320,"ул. Бобруйская, 6, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Фроленкова, 40",г. Барановичи,Беларусь,,
225410,"ул. Фабричная, 22",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 53",г. Барановичи,Беларусь,,
225320,"пл. Ленина, 1",г. Барановичи,Беларусь,,
225409,"ул. Красноармейская, 5",г. Барановичи,Беларусь,,
225409,"ул. Советская, 102",г. Барановичи,Беларусь,,
225410,"ул. Космонавтов, 6",г. Барановичи,Беларусь,,
225409,"ул. Богдановича, 11, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 11",г. Барановичи,Беларусь,,
225409,"ул. Советская, 60",г. Барановичи,Беларусь,,
225400,"ул. Гагарина, 2, пом. 2",г. Барановичи,Беларусь,,
225409,"ул. Горького, 5",г. Барановичи,Беларусь,,
225400,"ул. Павлова, 56",г. Барановичи,Беларусь,,
225320,"ул. Пролетарская, 48, корп. А",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 91, корп. Б",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 128",г. Барановичи,Беларусь,,
225409,"ул. Советская, 101",г. Барановичи,Беларусь,,
225410,"ул. Фабричная, 14",г. Барановичи,Беларусь,,
225401,"ул. Парковая, 47А",г. Барановичи,Беларусь,,
225320,"ул. Димитрова, 9/3",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 281",г. Барановичи,Беларусь,,
225415,"ул. Советская, 148, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Энтузиастов, 32",г. Барановичи,Беларусь,,
225409,"ул. Димитрова, 9/1",г. Барановичи,Беларусь,,
225320,"ул. Царюка, 64",г. Барановичи,Беларусь,,
225320,"ул. Тельмана, 64",г. Барановичи,Беларусь,,
225320,"ул. Загородняя, 1",г. Барановичи,Беларусь,,
225410,"пер. 1-й Защитный, 18",г. Барановичи,Беларусь,,
225409,"ул. Советская, 98",г. Барановичи,Беларусь,,
225320,"ул. Парковая, 21",г. Барановичи,Беларусь,,
225409,"ул. Советская, 98",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 112",г. Барановичи,Беларусь,,
225415,"ул. Советская, 148-2",г. Барановичи,Беларусь,,
225320,"ул. Царюка, 7А",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 22",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 258",г. Барановичи,Беларусь,,
225410,"ул. Кирова, 44",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 21",г. Барановичи,Беларусь,,
225408,"пл. Ленина, 1",г. Барановичи,Беларусь,,
225409,"ул. Советская, 104",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 5",г. Барановичи,Беларусь,,
225409,"ул. Советская, 68",г. Барановичи,Беларусь,,
225416,"пр-т Советский, 21",г. Барановичи,Беларусь,,
225409,"ул. Пролетарская, 26, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Притыцкого, 13",г. Барановичи,Беларусь,,
225320,"ул. Советская, 88-2",г. Барановичи,Беларусь,,
225415,"ул. 50 лет ВЛКСМ, 58",г. Барановичи,Беларусь,,
225320,"ул. Чернышевского, 11, магазин №25",г. Барановичи,Беларусь,,
225320,"ул. Тельмана, 175",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 7",г. Барановичи,Беларусь,,
225409,"ул. Тельмана, 106",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 246",г. Барановичи,Беларусь,,
225404,"ул. Ленина, 10-2",г. Барановичи,Беларусь,,
225320,"ул. Курчатова, 11",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 230, корп. Б",г. Барановичи,Беларусь,,
225320,"ул. Орджоникидзе, 12",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 6",г. Барановичи,Беларусь,,
225314,"ул. Могучего, 14А-2",г. Барановичи,Беларусь,,
225413,"мр-н Тексер, 10-28",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 13",г. Барановичи,Беларусь,,
225320,"ул. Красноармейская, 21",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 24/3",г. Барановичи,Беларусь,,
225409,"ул. Советская, 101, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Кирова, 75",г. Барановичи,Беларусь,,
225409,"ул. Кирова, 54",г. Барановичи,Беларусь,,
225409,"ул. Притыцкого, 77",г. Барановичи,Беларусь,,
225409,"ул. Советская, 66",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 13",г. Барановичи,Беларусь,,
225409,"ул. Кирова, 51",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 15",г. Барановичи,Беларусь,,
225406,"ул. Колхозная, 9",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 268",г. Барановичи,Беларусь,,
225409,"ул. Вильчковского, 72",г. Барановичи,Беларусь,,
225410,"ул. Фроленкова, 17, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Советская, 51",г. Барановичи,Беларусь,,
225409,"ул. Чернышевского, 8А",г. Барановичи,Беларусь,,
225409,"ул. Советская, 75",г. Барановичи,Беларусь,,
225320,"ул. Горького, 9",г. Барановичи,Беларусь,,
225409,"пр-т Советский, 11",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 226",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 38",г. Барановичи,Беларусь,,
225409,"ул. Советская, 108",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 8",г. Барановичи,Беларусь,,
225409,"ул. С. Лазо, 6",г. Барановичи,Беларусь,,
225409,"пл. Ленина, 1А-1",г. Барановичи,Беларусь,,
225320,"ул. Притыцкого, 79",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 146",г. Барановичи,Беларусь,,
225320,"ул. Рагули, 65",г. Барановичи,Беларусь,,
225409,"ул. Притыцкого, 85",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 270, корп. Б",г. Барановичи,Беларусь,,
225409,"ул. Царюка, 64, корп. 1",г. Барановичи,Беларусь,,
225409,"Слонимское шоссе, 1",г. Барановичи,Беларусь,,
225404,"ул. Войкова, 2, корп.1 (цокольный этаж)",г. Барановичи,Беларусь,,
225409,"ул. Промышленная, 42-95",г. Барановичи,Беларусь,,
225320,"ул. Гагарина, 99",г. Барановичи,Беларусь,,
225409,"б-р Хейнола, 8",г. Барановичи,Беларусь,,
225411,ул. Луговая 44,г. Барановичи,Беларусь,,
225409,"ул. Брестская, 112, корп. В",г. Барановичи,Беларусь,,
225352,"ул. Центральная, 4",г. Барановичи,Беларусь,,
225352,"ул. Молодежная, 22",г. Барановичи,Беларусь,,
225352,"ул. Молодежная, 1, корп. В",г. Барановичи,Беларусь,,
225416,"ул. Брестская, 230, корп. Б",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 13",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 164",г. Барановичи,Беларусь,,
225411,"ул. Пролетарская, 46",г. Барановичи,Беларусь,,
225415,"ул. Волоховская, 26",г. Барановичи,Беларусь,,
225404,"ул. Войкова, 212",г. Барановичи,Беларусь,,
225409,"ул. Советская, 55-1",г. Барановичи,Беларусь,,
225320,"ул. Царюка, 26/Г",г. Барановичи,Беларусь,,
225404,"ул. Борисовская, 4-1",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 238, корп. Б",г. Барановичи,Беларусь,,
225406,"ул. Комсомольская, 46",г. Барановичи,Беларусь,,
225311,"ул. Минская, 7, корп. А",г. Барановичи,Беларусь,,
225413,"Слонимкое шоссе, 48, корп. 1",г. Барановичи,Беларусь,,
225320,"ул. Парковая, 53",г. Барановичи,Беларусь,,
225404,"ул. Чурилина, 13Б/1",г. Барановичи,Беларусь,,
225320,"ул. Тексер, 5-23",г. Барановичи,Беларусь,,
225360,"ул. Чернышевского, 7",г. Барановичи,Беларусь,,
225407,"ул. Вильчковского, 85",г. Барановичи,Беларусь,,
225410,"ул. Фабричная, 13А",г. Барановичи,Беларусь,,
225320,"ул. Павлова, 56",г. Барановичи,Беларусь,,
225409,"пер. 2-й Бадака, 41",г. Барановичи,Беларусь,,
225354,"ул. О. Кошевого, 3",г. Барановичи,Беларусь,,
225354,"ул. Советская, 7",г. Барановичи,Беларусь,,
225354,"ул. Советская, 50",г. Барановичи,Беларусь,,
225409,"ул. Советская, 55",г. Барановичи,Беларусь,,
225402,"ул. Фроленкова, 49, корп. А",г. Барановичи,Беларусь,,
225409,"ул. Советская, 66",г. Барановичи,Беларусь,,
225320,"ул. Баранова, 8, корп. А",г. Барановичи,Беларусь,,
225410,"ул. Текстильная, 18",г. Барановичи,Беларусь,,
225413,"ул. Брестская, 273",г. Барановичи,Беларусь,,
225341,"ул. Цветочная, 1",г. Барановичи,Беларусь,,
225407,"пер. 5-й Шевченко, 7",г. Барановичи,Беларусь,,
225406,"ул. Славянская, 22",г. Барановичи,Беларусь,,
225409,"ул. Пролетарская, 52",г. Барановичи,Беларусь,,
225340,"ул. 60 лет СССР, 16А",г. Барановичи,Беларусь,,
225340,"ул. Кирова, 79",г. Барановичи,Беларусь,,
225409,"ул. Вильчковского, 184, корп. Б",г. Барановичи,Беларусь,,
225407,"ул. Бадака, 63",г. Барановичи,Беларусь,,
225320,"ул. Советская, 59, корп. А",г. Барановичи,Беларусь,,
225320,"ул. Чернышевского, 67, корп. А",г. Барановичи,Беларусь,,
225417,"ул. Тельмана, 18А",г. Барановичи,Беларусь,,
225341,,г. Барановичи,Беларусь,,
225320,"ул. Советская, 117-54",г. Барановичи,Беларусь,,
225406,"ул. Лермонтова, 37, корп. 1",г. Барановичи,Беларусь,,
225413,"Слонимское шоссе, 18 (около авторынок ""Звездный"", ОАО ""Металлооптторг"")",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 31",г. Барановичи,Беларусь,,
225320,"ул. Промышленная, 7",г. Барановичи,Беларусь,,
225320,"ул. Ленина, 8-5",г. Барановичи,Беларусь,,
225409,"ул. Грунтовая, 43",г. Барановичи,Беларусь,,
225409,"ул. Гагарина, 59",г. Барановичи,Беларусь,,
225409,"ул. Баранова, 8",г. Барановичи,Беларусь,,
225402,"ул. Баранова, 8, корп. А, оф. 3",г. Барановичи,Беларусь,,
225320,"ул. Вильямса, 16, корп. Б",г. Барановичи,Беларусь,,
225409,"ул. Советская, 59",г. Барановичи,Беларусь,,
225320,"ул. Тельмана, 106-5",г. Барановичи,Беларусь,,
225320,"ул. Войкова, 16",г. Барановичи,Беларусь,,
225320,"ул. 50 лет ВЛКСМ, 24-36",г. Барановичи,Беларусь,,
225320,"ул. Брестская, 124/Е",г. Барановичи,Беларусь,,
225352,"ул. Центральная, 1",г. Барановичи,Беларусь,,
225331,"ул. Слонимская, 85",г. Барановичи,Беларусь,,
225331,"ул. Парковая, 6",г. Барановичи,Беларусь,,
225331,"ул. Новогрудская, 19, корп. А",г. Барановичи,Беларусь,,
224002,"ул. Жукова, 16-19",г. Барановичи,Беларусь,,
225406,"ул. Брестская, 226/11",г. Барановичи,Беларусь,,
225320,"ул. Лермонтова, 37/5-3",г. Барановичи,Беларусь,,
225409,"ул. Ленина, 2 (зд. кинотеатра ""Октябрь"")",г. Барановичи,Беларусь,,
225409,"ул. Комсомольская, 28",г. Барановичи,Беларусь,,
225409,"ул. Брестская, 159",г. Барановичи,Беларусь,,
225320,"ул. Матросова, 74, корп. А",г. Барановичи,Беларусь,,
225413,"ул. Бадака, 68, корп. А",г. Барановичи,Беларусь,,
225410,"ул. Кирова, 46",г. Барановичи,Беларусь,,
225409,"ул. Смоленская, 12А",г. Барановичи,Беларусь,,
225409,"ул. Красноармейская, 4",г. Барановичи,Беларусь,,
225409,"ул. Пирогова, 5",г. Барановичи,Беларусь,,
225320,"ул. Вильямса, 11, корп. А",г. Барановичи,Беларусь,,
225404,"ул. Советская, 73",г. Барановичи,Беларусь,,
225409,"ул. Маяковского, 71",г. Барановичи,Беларусь,,
225320,"ул. Пионерская, 79",г. Барановичи,Беларусь,,
225331,"М1, 212-й км., д. 2А",г. Барановичи,Беларусь,,
225410,"ул. Вильчковского, 184Б-2",г. Барановичи,Беларусь,,
