"ANC,""Nova Vida"",""Brazil"",""Buiksloot Airfield This airport is closed"",""Netherlands""";
"AND,""Palmyra Park This airport is closed"",""United States"",""Fazenda Sao Jose do Cangalha"",""Brazil""";
"ANE,""Aghajari"",""Iran"",""Kolokope"",""Togo""";
"ANF,""Continental"",""Brazil"",""Alameda Naval Air Station This airport is closed"",""United States""";
"ANG,""Weatherby US Forest Service"",""United States"",""Adelaide Parafield"",""Australia""";
"ANH,""Curujujul"",""Venezuela"",""Walkinshaw"",""United States""";
"ANI,""Ilha do Cavaco"",""Brazil"",""Airpark Estates"",""United States""";
"ANJ,""Fazenda Suely"",""Brazil"",""Heitman Field"",""United States""";
"ANK,""Kirovsk-Apatity"",""Russia"",""Jamaica"",""Colombia""";
"ANL,""American River This airport is closed"",""Australia"",""Atwood-Rawlins County City"",""United States""";
"ANM,""Arbouix"",""France"",""Fazenda Pedra Branca"",""Brazil""";
"ANN,""Alghero-Fertilia"",""Italy"",""Queen Alia International"",""Jordan""";
"ANO,""Aurora Municipal Al Potter Field"",""United States"",""Cayana Airstrip"",""Suriname""";
"ANP,""Monte Dourado"",""Brazil"",""Anacortes"",""United States""";
"ANQ,""Arandis"",""Namibia"",""Mayers"",""United States""";
"ANR,""Sycamore"",""United States"",""Fazenda Sete de Setembro"",""Brazil""";
"ANS,""Althorpe Lighthouse Airstrip"",""Australia"",""USCGS"",""United States""";
"ANT,""Peachtree City Falcon Field"",""United States"",""At Bashi This airport is closed"",""Kyrgyzstan""";
"ANU,""Crooked Lake Seaplane Base"",""United States"",""Umicore"",""Brazil""";
"ANV,""King's Daughters Medical Center"",""United States"",""Arroket"",""Kenya""";
"ANW,""Amalfi"",""Colombia"",""Cherif Al Idrissi"",""Morocco""";
"ANX,""Alloway Airfield"",""United States"",""El Cedrito"",""Colombia""";
"ANY,""Fazenda Agropecuaria Lobo Ltda"",""Brazil"",""Match Mate"",""United States""";
"ANZ,""Anderson Regional"",""United States"",""D. Casimiro Szlapelis"",""Argentina""";
"AOA,""Nashs"",""United States"",""Ventaquemada"",""Colombia""";
"AOB,""Bauer Pgi"",""United States"",""Azul"",""Argentina""";
"AOC,""Amami"",""Japan"",""Grand Lake Regional"",""United States""";
"AOD,""Fazenda Sao Domingos"",""Brazil"",""Arnstein"",""Canada""";
"AOE,""Jim Shearer"",""United States"",""Armidale"",""Australia""";
"AOF,""Simasa"",""Brazil"",""Altus Quartz Mountain Regional"",""United States""";
"AOG,""Xidea"",""Brazil"",""Cruzan Field"",""United States""";
"AOH,""Fazenda Xaimite"",""Brazil"",""Gunner Field"",""United States""";
"AOI,""Fazenda Jatiuca"",""Brazil"",""Autun-Bellevue"",""France""";
"AOJ,""Allison Municipal"",""United States"",""Teuto"",""Brazil""";
"AOK,""Quebraditas"",""Colombia"",""Blevins"",""United States""";
"AOL,""Armidale - Lambert Park Helipad"",""Australia"",""Gebauer"",""United States""";
"AOM,""Auca"",""Honduras"",""Alvin Airpark"",""United States""";
"AON,""Aosta"",""Italy"",""Afranio"",""Brazil""";
"AOO,""Pay Jay Nr 1"",""United States"",""Altdorf-Wallburg"",""Germany""";
"AOP,""Fazenda Costa Rica"",""Brazil"",""Albia Municipal"",""United States""";
"AOQ,""Pitnyak"",""Turkmenistan"",""Bristol Field This airport is closed"",""Canada""";
"AOR,""Captain Auguste George"",""British Virgin Islands"",""Aleneva"",""United States""";
"AOS,""Fazenda Cachoeira"",""Brazil"",""Alberta Ultralightport"",""United States""";
"AOT,""Altenburg-Nobitz"",""Germany"",""Bradford Camps Seaplane Base"",""United States""";
"AOU,""Aitkin Municipal Steve Kurtz Field"",""United States"",""Fazenda Mombaca"",""Brazil""";
"AOV,""Fazenda Cimal Airstrip"",""Brazil"",""Six Oaks"",""United States""";
"AOW,""Elmendorf Air Force Base"",""United States"",""Angoram"",""Papua New Guinea""";
"AOX,""Alcantarilla Air Base"",""Spain"",""Fulcher Family Farms"",""United States""";
"AOY,""Arua"",""Uganda"",""D.R. Helicopters"",""United States""";
"AOZ,""Ilha Josefa"",""Brazil"",""Aurora Presbyterian Hospital"",""United States""";
"APA,""Fazenda Couto Magalhaes"",""Brazil"",""Goodlett Field"",""United States""";
"APB,""Argyle"",""United States"",""Fazenda Arapucel"",""Brazil""";
"APC,""Gunung Batin"",""Indonesia"",""Transportadora Americana II"",""Brazil""";
"APD,""Longwell This airport is closed"",""United States"",""Amasya Merzifon"",""Turkey""";
"APE,""Assab International"",""Eritrea"",""Amsterdam"",""Netherlands""";
"APF,""Angelholm-Helsingborg"",""Sweden"",""Osypnoy Bugor Airfield"",""Russia""";
"APG,""Lars/Private"",""United States"",""Arbouix"",""France""";
"APH,""Albstadt-Degerfeld"",""Germany"",""Athens Municipal"",""United States""";
"API,""Dwight David Eisenhower Army Medical Ctr"",""United States"",""Eso"",""Chile""";
"APJ,""Askham"",""South Africa"",""Carnot Field"",""United States""";
"APK,""Roberts Roost"",""United States"",""Amazar Air Base"",""Russia""";
"APL,""Ahlhorn Air Force Base This airport is closed"",""Germany"",""Amity"",""Australia""";
"APM,""Simasa"",""Brazil"",""Andrew This airport is closed"",""Canada""";
"APN,""Bergen Airfield This airport is closed"",""Netherlands"",""Albany NAS"",""United States""";
"APO,""Uaicas"",""Brazil"",""On the Rocks"",""United States""";
"APP,""Cameron Hospital"",""United States"",""Akobo"",""South Sudan""";
"APQ,""MacDill Air Force Base Auxiliary Field"",""United States"",""Aerotecnica"",""Venezuela""";
"APR,""Ilha Josefa"",""Brazil"",""Ati"",""Chad""";
"APS,""Al Abdaliyah Highway Strip"",""Kuwait"",""Lake Gardner Seaplane Base"",""United States""";
"APT,""Arezzo"",""Italy"",""Trauma Center"",""United States""";
"APU,""Abbeville County Memorial Hospital"",""United States"",""Aishalton"",""Guyana""";
"APV,""Marshall Field"",""United States"",""El Coraje"",""Colombia""";
"APW,""Flyin Tiger"",""United States"",""Fazenda Sao Geraldo"",""Brazil""";
"APX,""Andes"",""Colombia"",""Wgcl-Tv"",""United States""";
"APY,""Dexter B Florence Memorial Field"",""United States"",""As Salif"",""Yemen""";
"APZ,""Ulawa"",""Solomon Islands"",""Martin Farms"",""United States""";
"AQA,""Adustina"",""Brazil"",""Tri State Steuben County"",""United States""";
"AQB,""Elk Park Ranch"",""United States"",""La Cerdanya"",""Spain""";
"AQC,""Alumine"",""Argentina"",""Aranos"",""Namibia""";
"AQD,""Ampfing-Waldkraiburg"",""Germany"",""Price Ultralightport"",""United States""";
"AQE,""Casa Grande"",""Peru"",""Northern Lights"",""United States""";
"AQF,""Aiambak"",""Papua New Guinea"",""Jerry Sumners Sr Aurora Municipal"",""United States""";
"AQG,""Fazenda Ponto de Apoio"",""Brazil"",""Pablo L. Sidar"",""Mexico""";
"AQH,""Gronau Airfield"",""Germany"",""Praia da Piraquara"",""Brazil""";
"AQI,""Sao Jose"",""Brazil"",""New Mexico Soaring Ranch"",""United States""";
"AQJ,""El Porvenir"",""Colombia"",""Altai"",""Mongolia""";
"AQK,""Ajdovscina"",""Slovenia"",""Daniel Field"",""United States""";
"AQL,""Mariaangelica"",""Colombia"",""Stanly County"",""United States""";
"AQM,""Camp 11"",""United States"",""Anuha Island Resort This airport is closed"",""Solomon Islands""";
"AQN,""Zi Les Paluds"",""France"",""La Rubiera"",""Colombia""";
"AQO,""Corinth"",""United States"",""Aradzhi"",""Uzbekistan""";
"AQP,""Arua"",""Uganda"",""Asahikawa"",""Japan""";
"AQQ,""Rush-Copley Medical Center"",""United States"",""Jonzac Neulles"",""France""";
"AQR,""Augusta Regional At Bush Field"",""United States"",""Acaricuara"",""Colombia""";
"AQS,""El Tesoro"",""Honduras"",""Agropecuaria Ferreira Penco Ltda"",""Brazil""";
"AQT,""Araripina"",""Brazil"",""Houari Boumediene"",""Algeria""";
"AQU,""Oeste Plaza Shopping - MC"",""Brazil"",""In Amenas"",""Algeria""";
"AQV,""Collpa"",""Bolivia"",""Alphonse"",""Seychelles""";
"AQW,""Aguas Blancas"",""Chile"",""West Cliff Colliery Helipad"",""Australia""";
"AQX,""Armilla Air Base"",""Spain"",""Aberdeen"",""Zimbabwe""";
"AQY,""Moramba"",""Madagascar"",""Lars/Private"",""United States""";
"AQZ,""Brockzetel Airfield"",""Germany"",""Abbeville"",""United States""";
"ARA,""Xidea"",""Brazil"",""Mc Donald's Field"",""United States""";
"ARB,""Abemama Atoll"",""Kiribati"",""Needham's"",""United States""";
"ARC,""Virgil"",""United States"",""Fazenda Piao"",""Brazil""";
"ARD,""Antigonish (St. Martha's Regional Hospital)"",""Canada"",""Ayni"",""Tajikistan""";
"ARE,""Boralday"",""Kazakhstan"",""Continental"",""Brazil""";
"ARF,""Araras"",""Brazil"",""Dimokritos"",""Greece""";
"ARG,""Cobb County-Mc Collum Field"",""United States"",""Lideta Army"",""Ethiopia""";
"ARH,""Aspen Valley Hospital"",""United States"",""Artigas International"",""Uruguay""";
"ARI,""General Canrobert Pereira da Costa"",""Brazil"",""Aleneva"",""United States""";
"ARJ,""Asheboro Regional"",""United States"",""Dimokritos"",""Greece""";
"ARK,""Albia Municipal"",""United States"",""Araguaina"",""Brazil""";
"ARL,""Atherton"",""Australia"",""Sea Air Atlantic City Seaplane Base"",""United States""";
"ARM,""Anacortes"",""United States"",""Alldays Safaris"",""South Africa""";
"ARN,""Aralsk"",""Kazakhstan"",""Flying Dare's Ranch"",""United States""";
"ARO,""Norman County/Ada/Twin Valley"",""United States"",""Amersfoort"",""South Africa""";
"ARP,""Arnot Power Station"",""South Africa"",""Cattle Creek Ranch"",""United States""";
"ARQ,""Alice Springs"",""Australia"",""Ansbach-Petersdorf"",""Germany""";
"ARR,""Audubon County"",""United States"",""Hospital Distrital de Abrantes heliport"",""Portugal""";
"ARS,""O'Toole Ranch"",""United States"",""Incirlik Air Base"",""Turkey""";
"ART,""Ales-Deaux"",""France"",""St Francis Cabrini Hospital"",""United States""";
"ARU,""Vaughan"",""United States"",""Afogados da Ingazeira"",""Brazil""";
"ARV,""Ardmore Downtown Executive"",""United States"",""Alcides Fernandez"",""Colombia""";
"ARW,""Collpani"",""Bolivia"",""Althorpe Lighthouse Airstrip"",""Australia""";
"ARX,""LA State Police Troop E"",""United States"",""Abreojos"",""Mexico""";
"ARY,""Soissons - Courmelles"",""France"",""Columbia Aviation"",""United States""";
"ARZ,""La Cerdanya"",""Spain"",""Awassa"",""Ethiopia""";
"ASA,""La Playa"",""Chile"",""Hoblit Farms"",""United States""";
"ASB,""Alpine Casparis Municipal"",""United States"",""Ambatondrazaka"",""Madagascar""";
"ASC,""Arad"",""Israel"",""Atmautluak"",""United States""";
"ASD,""Achinsk"",""Russia"",""Pebbly Beach Seaplane Base"",""United States""";
"ASE,""Agropecuaria Nova Santana"",""Brazil"",""Aurora Airpark This airport is closed"",""United States""";
"ASF,""Gunung Batin"",""Indonesia"",""Aribinda"",""Burkina Faso""";
"ASG,""Erbil International"",""Iraq"",""Foster Field"",""United States""";
"ASH,""Aktau"",""Kazakhstan"",""das Quaresmas"",""Brazil""";
"ASI,""Arrecifes Aeroclub"",""Argentina"",""Marcidale"",""United States""";
"ASJ,""Awar This airport is closed"",""Papua New Guinea"",""Americana"",""Brazil""";
"ASK,""Pay Jay Nr 2"",""United States"",""Ascencion De Guarayos"",""Bolivia""";
"ASL,""Talje"",""Sweden"",""Nat'l Hosp For Orthopaedics/Rehabilitation"",""United States""";
"ASM,""Ahe"",""French Polynesia"",""Andira"",""Brazil""";
"ASN,""Teminabuan"",""Indonesia"",""Piratas Mall"",""Brazil""";
"ASO,""Attopeu"",""Laos"",""Asheboro Regional"",""United States""";
"ASP,""Termoacu"",""Brazil"",""Arnot Power Station"",""South Africa""";
"ASQ,""Dale Hollow Regional (Petro Field)"",""United States"",""Akjoujt"",""Mauritania""";
"ASR,""Auburn Fire Department"",""United States"",""Ampfing-Waldkraiburg"",""Germany""";
"ASS,""Gronau Airfield"",""Germany"",""Schoolcraft"",""United States""";
"AST,""Clarian West Medical Center"",""United States"",""Arnger?areyri"",""Iceland""";
"ASU,""Tequesquite Ranch"",""United States"",""Fazenda do Limao"",""Brazil""";
"ASV,""Andriamena"",""Madagascar"",""Pulkrabek Private Landing Field"",""United States""";
"ASW,""Stepnoye East"",""Kazakhstan"",""Amherst"",""Canada""";
"ASX,""Centro de Lancamento de Alcantara"",""Brazil"",""Uglovaya Air Base"",""Russia""";
"ASY,""Fazenda Bandeirantes"",""Brazil"",""Bee-Acre Farm Strip"",""United States""";
"ASZ,""Helibancosta"",""Costa Rica"",""Fazenda Sao Joao"",""Brazil""";
"ATA,""Old Hoppe Place"",""United States"",""Aminuis Pan Landing Site"",""Namibia""";
"ATB,""Midland"",""Ireland"",""Agnes Lake This airport is closed"",""Canada""";
"ATC,""Arandis"",""Namibia"",""Fazenda Amparo"",""Brazil""";
"ATD,""Annecy-Haute-Savoie-Mont Blanc"",""France"",""Trinca"",""United States""";
"ATE,""Alfes"",""Spain"",""Fazenda Perto d`Agua"",""Brazil""";
"ATF,""Armavir Air Base"",""Russia"",""Arroyito/Arcor"",""Argentina""";
"ATG,""Amman-Marka International"",""Jordan"",""St Marys Health Care Systems"",""United States""";
"ATH,""Arkaylyk South"",""Kazakhstan"",""Augsburg"",""Germany""";
"ATI,""Assiniboia"",""Canada"",""Annecy-Haute-Savoie-Mont Blanc"",""France""";
"ATJ,""Asinuwa Airstrip"",""Papua New Guinea"",""Meigs Mine 1"",""United States""";
"ATK,""Escary"",""France"",""Fazenda Santa Barbara II"",""Brazil""";
"ATL,""Orlando Apopka"",""United States"",""Fazenda Ipitinga"",""Brazil""";
"ATM,""Fazenda Santa Barbara II"",""Brazil"",""Capitol National Bank Building"",""United States""";
"ATN,""Alfredton"",""New Zealand"",""Abadeh"",""Iran""";
"ATO,""Valley"",""United States"",""Aerotecnica"",""Venezuela""";
"ATP,""RAF Akrotiri"",""Cyprus"",""Segelflugfeld Altlichtenwarth"",""Austria""";
"ATQ,""Zi Les Paluds"",""France"",""Antalya International"",""Turkey""";
"ATR,""Akjoujt"",""Mauritania"",""Lindbergh"",""United States""";
"ATS,""Borg El Arab International"",""Egypt"",""Mercy Center For Health Care Services"",""United States""";
"ATT,""Arsenyev Airfield"",""Russia"",""Zi Les Paluds"",""France""";
"ATU,""Lochridge Ranch"",""United States"",""Sigfrido Rohr Aviagro S.R.L."",""Argentina""";
"ATV,""Aribinda"",""Burkina Faso"",""Clinton County Hospital"",""United States""";
"ATW,""Asaba International"",""Nigeria"",""Fort MacKay/Albian Aerodrome"",""Canada""";
"ATX,""Altona Municipal"",""Canada"",""Fazenda Eldorado"",""Brazil""";
"ATY,""Piloto Osvaldo Marques Dias"",""Brazil"",""Al Wajh Domestic"",""Saudi Arabia""";
"ATZ,""Aguni"",""Japan"",""Al Udeid Air Base"",""Qatar""";
"AUA,""Ajaccio-Napoleon Bonaparte"",""France"",""Aurora Airpark This airport is closed"",""United States""";
"AUB,""Mc Donald's Field"",""United States"",""Fazenda Santa Amalia"",""Brazil""";
"AUC,""Agotu Airstrip"",""Papua New Guinea"",""North Fork"",""United States""";
"AUD,""Alpnach Air Base"",""Switzerland"",""Mother Lode Service Center"",""United States""";
"AUE,""Fasel Field"",""United States"",""El Santuario"",""Colombia""";
"AUF,""Hammock Field"",""United States"",""Antwerp International (Deurne)"",""Belgium""";
"AUG,""Lemoyne"",""United States"",""Fazenda Perto d`Agua"",""Brazil""";
"AUH,""Arkaylyk South"",""Kazakhstan"",""Amubri"",""Costa Rica""";
"AUI,""Assumption Island"",""Seychelles"",""Viola Farm"",""United States""";
"AUJ,""Marchmont Plantation Airpark"",""United States"",""Fazenda Ponto de Apoio"",""Brazil""";
"AUK,""Alldays Safaris"",""South Africa"",""Alesund"",""Norway""";
"AUL,""Agdenes Airfield Breivika"",""Norway"",""Iriri"",""Brazil""";
"AUM,""Deelen Air Base"",""Netherlands"",""Asosa"",""Ethiopia""";
"AUN,""Aminuis Pan Landing Site"",""Namibia"",""Atlantic Field Mcolf"",""United States""";
"AUO,""Rustaq"",""Oman"",""Aroab B"",""Namibia""";
"AUP,""Clark International"",""Philippines"",""Fazenda Rancho do Planalto"",""Brazil""";
"AUQ,""Amchitka Army Airfield This airport is closed"",""United States"",""El Cedral"",""Venezuela""";
"AUR,""El Coraje"",""Colombia"",""Centre Hospitalier Intercommunal Robert Boulanger"",""France""";
"AUS,""Helibancosta"",""Costa Rica"",""Clover Lake Farms"",""United States""";
"AUT,""Azacualpa"",""Honduras"",""Hilton Garden Inn Downtown"",""United States""";
"AUU,""Esenboga International"",""Turkey"",""Anatuya"",""Argentina""";
"AUV,""Daniel's Landing"",""United States"",""Hospital Alcorcon"",""Spain""";
"AUW,""Air Logistics";" Amelia Base"",""United States"",""Arak"",""Iran"""
"AUX,""Fire Island"",""United States"",""Ladouanie"",""Suriname""";
"AUY,""Aldinga"",""Australia"",""Labadle"",""Puerto Rico""";
"AUZ,""Chico Ledur"",""Brazil"",""Armstrong"",""Canada""";
"AVA,""Aswan International"",""Egypt"",""Ulei"",""Vanuatu""";
"AVB,""El Porvenir"",""Colombia"",""Abilene Regional"",""United States""";
"AVC,""Baua`s"",""Brazil"",""Benbyre Farm"",""United States""";
"AVD,""St Thomas Hospital"",""United States"",""Aire-sur-l'Adour"",""France""";
"AVE,""Silver City Airpark"",""United States"",""Angai Airstrip"",""Papua New Guinea""";
"AVF,""Astypalaia"",""Greece"",""Abilene Regional Medical Center"",""United States""";
"AVG,""Akieni"",""Gabon"",""St Francis Cabrini Hospital"",""United States""";
"AVH,""Ted Stevens Anchorage International"",""United States"",""Ilha da Jipoia"",""Brazil""";
"AVI,""Titus Field"",""United States"",""Teminabuan"",""Indonesia""";
"AVJ,""Esler Regional"",""United States"",""Garasa"",""Papua New Guinea""";
"AVK,""Zafer"",""Turkey"",""Alesund"",""Norway""";
"AVL,""Ajaccio-Napoleon Bonaparte"",""France"",""Fazenda Fittipaldi Citrus"",""Brazil""";
"AVM,""Alftaver"",""Iceland"",""Bates Field"",""United States""";
"AVN,""Estancia La Laurita"",""Argentina"",""Aschaffenburg"",""Germany""";
"AVO,""Atico"",""Peru"",""Al Wajh Domestic"",""Saudi Arabia""";
"AVP,""Anklam"",""Germany"",""Atqasuk Edward Burnell Sr Memorial"",""United States""";
"AVQ,""Aitape"",""Papua New Guinea"",""Kiel heliport"",""Belgium""";
"AVR,""Armilla Air Base"",""Spain"",""Teniente General Gerardo Perez Pinedo"",""Peru""";
"AVS,""Alasehir"",""Turkey"",""Tequesquite Ranch"",""United States""";
"AVT,""Anniston Metropolitan"",""United States"",""Jesus Teran Paredo International"",""Mexico""";
"AVU,""Annecy-Haute-Savoie-Mont Blanc"",""France"",""Fazenda Nova Aurora"",""Brazil""";
"AVV,""Sixmile Lake"",""United States"",""Fazenda Cachoeira Preta"",""Brazil""";
"AVW,""Allahabad"",""India"",""Merry"",""United States""";
"AVX,""Adelaide Parafield"",""Australia"",""Ak?nc? Air Base"",""Turkey""";
"AVY,""Adelaide This airport is closed"",""South Africa"",""Apartado"",""Colombia""";
"AVZ,""J-D Ranch"",""United States"",""Akstafa"",""Azerbaijan""";
"AWA,""Aswan International"",""Egypt"",""Arthur's Town"",""Bahamas""";
"AWB,""Aldan"",""Russia"",""Albert-Bray"",""France""";
"AWC,""Alta Gracia"",""Argentina"",""Auxerre-Branches"",""France""";
"AWD,""Ashland County"",""United States"",""Almaty"",""Kazakhstan""";
"AWE,""El Troncal"",""Colombia"",""Alto Molocue"",""Mozambique""";
"AWF,""El Toto"",""Argentina"",""Stewart"",""United States""";
"AWG,""Rustaq"",""Oman"",""Burk"",""United States""";
"AWH,""Artigas International"",""Uruguay"",""Thirty Thirty Matlock Office Center"",""United States""";
"AWI,""Estancia Recanto"",""Brazil"",""Ascona This airport is closed"",""Switzerland""";
"AWJ,""Apurito"",""Venezuela"",""Hartsfield Jackson Atlanta International"",""United States""";
"AWK,""Fazenda Tupanciretan"",""Brazil"",""H.G.F."",""United States""";
"AWL,""Fazenda Perto d`Agua"",""Brazil"",""Attu"",""Greenland""";
"AWM,""El Gilgal"",""Colombia"",""Aasiaat"",""Greenland""";
"AWN,""Unifly"",""Brazil"",""Delk's"",""United States""";
"AWO,""da Praia"",""Brazil"",""Aiken Municipal"",""United States""";
"AWP,""Attawapiskat"",""Canada"",""PCH Buriti"",""Brazil""";
"AWQ,""Fazenda Couto Magalhaes"",""Brazil"",""Albi-Le Sequestre"",""France""";
"AWR,""Ewer"",""Indonesia"",""Derecsky This airport is closed"",""United States""";
"AWS,""Albany"",""Australia"",""Sheraton Inn"",""United States""";
"AWT,""Aziana Airstrip"",""Papua New Guinea"",""Auxerre-Branches"",""France""";
"AWU,""Apowo Airstrip"",""Indonesia"",""Aksaray"",""Turkey""";
"AWV,""Andreas Airfield"",""Isle of Man"",""Mc Donnell"",""United States""";
"AWW,""Abou-Deia"",""Chad"",""Stonewall County"",""United States""";
"AWX,""Clay County Hospital"",""United States"",""Fazenda Agropecuaria Lobo Ltda"",""Brazil""";
"AWY,""Fazenda Araguari"",""Brazil"",""Abu Dhabi International"",""United Arab Emirates""";
"AWZ,""[Duplicate] Whitsunday Airstrip This airport is closed"",""Australia"",""Astoria Regional"",""United States""";
"AXA,""Deelen Air Base"",""Netherlands"",""Assa-Gueyla"",""Djibouti""";
"AXB,""Fazenda Cachoeirao"",""Brazil"",""Eds"",""United States""";
"AXC,""Arnprior Seaplane Base"",""Canada"",""Alasehir"",""Turkey""";
"AXD,""Akjoujt"",""Mauritania"",""Ibm King St"",""United States""";
"AXE,""Atikokan General Hospital Helipad"",""Canada"",""Andira"",""Brazil""";
"AXF,""Merry"",""United States"",""Fazenda Sao Jose do Cangalha"",""Brazil""";
"AXG,""Helicsa"",""Spain"",""April River"",""Papua New Guinea""";
"AXH,""Lowell Field"",""United States"",""Fazenda Alianca"",""Brazil""";
"AXI,""Fazenda Campo Helio"",""Brazil"",""Ashgabat"",""Turkmenistan""";
"AXJ,""Artsiz Airfield"",""Ukraine"",""Simons"",""United States""";
"AXK,""Aminuis Pan Landing Site"",""Namibia"",""Needham's"",""United States""";
"AXL,""In Amenas"",""Algeria"",""Captain Auguste George"",""British Virgin Islands""";
"AXM,""Alexania Municipal"",""Brazil"",""Pine Prairie"",""United States""";
"AXN,""Araras"",""Brazil"",""Dwight David Eisenhower Army Medical Ctr"",""United States""";
"AXO,""Monte Dourado"",""Brazil"",""Hammock Field"",""United States""";
"AXP,""Aiambak"",""Papua New Guinea"",""Bacon County"",""United States""";
"AXQ,""Ascazubi"",""Ecuador"",""Terlingua Ranch"",""United States""";
"AXR,""Toddsbury Farm"",""United States"",""Aniwa"",""Vanuatu""";
"AXS,""Antonio Nery Juarbe Pol"",""Puerto Rico"",""Scott Field"",""United States""";
"AXT,""Almafuerte / Transener S.A."",""Argentina"",""Meigs Mine 1"",""United States""";
"AXU,""Auburn Lewiston Municipal"",""United States"",""Abakan"",""Russia""";
"AXV,""Cook County"",""United States"",""Rancho Jamastran"",""Honduras""";
"AXW,""Addison Municipal"",""United States"",""Sandnessjoen (Stokka)"",""Norway""";
"AXX,""Fazenda Mombaca"",""Brazil"",""Nardo"",""United States""";
"AXY,""Ricketyback Field"",""United States"",""Lyon Brindas"",""France""";
"AXZ,""Alamos"",""Mexico"",""Dragonfly Field"",""United States""";
"AYA,""Stanly County"",""United States"",""El Porvenir"",""Colombia""";
"AYB,""Collpani"",""Bolivia"",""Angaur Airstrip"",""Palau""";
"AYC,""Maxson Airfield"",""United States"",""Ales-Deaux"",""France""";
"AYD,""C?ld?r"",""Turkey"",""Agropecuaria Nova Santana"",""Brazil""";
"AYE,""Fazenda Agropecuaria Lobo Ltda"",""Brazil"",""Ambriz"",""Angola""";
"AYF,""Al Abdaliyah Highway Strip"",""Kuwait"",""River Hill Aviation"",""United States""";
"AYG,""Northeast Ohio Regional"",""United States"",""Vesthimmerlands Flyveplads"",""Denmark""";
"AYH,""Anne Arundel Medical Center"",""United States"",""Angra dos Reis"",""Brazil""";
"AYI,""Arezzo"",""Italy"",""Arborg"",""Canada""";
"AYJ,""Hall Miller Municipal"",""United States"",""Amberieu Air Base (BA 278)"",""France""";
"AYK,""Artesia Municipal"",""United States"",""Rodriguez Ballon International"",""Peru""";
"AYL,""Aideralma Airstrip"",""Indonesia"",""Etimesgut Air Base"",""Turkey""";
"AYM,""Eric Marcus Municipal"",""United States"",""Andizhan"",""Uzbekistan""";
"AYN,""Flying B Ranch Airstrip"",""United States"",""Fazenda Santa Rosa"",""Brazil""";
"AYO,""Remington"",""United States"",""Rena Airfield Landsorkje"",""Norway""";
"AYP,""Arys Northeast"",""Kazakhstan"",""Glidwell Flying Service"",""United States""";
"AYQ,""Auckland International"",""New Zealand"",""Continental"",""Brazil""";
"AYR,""Ambatolhy"",""Madagascar"",""Atkarsk"",""Russia""";
"AYS,""Albany International"",""United States"",""Aghajari"",""Iran""";
"AYT,""Amberieu Air Base (BA 278)"",""France"",""Inova Alexandria Hospital"",""United States""";
"AYU,""Anholt"",""Denmark"",""Ampara"",""Sri Lanka""";
"AYV,""Audubon County Memorial Hospital"",""United States"",""Fazenda Campo Helio"",""Brazil""";
"AYW,""Atmautluak"",""United States"",""Akpaka"",""Togo""";
"AYX,""Fazenda Laranjeiras"",""Brazil"",""East Penn"",""United States""";
"AYY,""Helicsa"",""Spain"",""Gomez Nino Apiay Air Base"",""Colombia""";
"AYZ,""Carlton Moor Airfield"",""United Kingdom"",""Fazenda Primavera"",""Brazil""";
"AZA,""Aden International"",""Yemen"",""Arnbruck"",""Germany""";
"AZB,""Rafael Hernandez"",""Puerto Rico"",""La Cura Malal"",""Argentina""";
"AZC,""Fazenda Rancho Alegre"",""Brazil"",""Wolford's"",""United States""";
"AZD,""Akobo"",""South Sudan"",""Heligalo"",""Brazil""";
"AZE,""Avno Air Base This airport is closed"",""Denmark"",""Meadowood Ranch"",""United States""";
"AZF,""Alvsbyn"",""Sweden"",""Albury Base Hospital Helipad"",""Australia""";
"AZG,""Air Logistics";" Amelia Base"",""United States"",""Almafuerte / Transener S.A."",""Argentina"""
"AZH,""Arthur North This airport is closed"",""Canada"",""Garasa"",""Papua New Guinea""";
"AZI,""Alligandi"",""Panama"",""Montelimar - Ancone"",""France""";
"AZJ,""Padgham Field"",""United States"",""Puerto Nare"",""Colombia""";
"AZK,""Ai-Ais"",""Namibia"",""Double 'O' Farm This airport is closed"",""United States""";
"AZL,""Fazenda Pilar"",""Brazil"",""Akhiok"",""United States""";
"AZM,""Gebauer"",""United States"",""Alytus"",""Lithuania""";
"AZN,""Centre Hospitalier Universitaire Nord"",""France"",""Uru Harbour"",""Solomon Islands""";
"AZO,""Chateau-Arnoux-Saint-Auban"",""France"",""Jabot"",""Marshall Islands""";
"AZP,""Zarn"",""United States"",""Alto Parnaiba"",""Brazil""";
"AZQ,""Rothrock Field"",""United States"",""La Chacra"",""Argentina""";
"AZR,""Fazenda Bacaeri"",""Brazil"",""Bergen Airfield This airport is closed"",""Netherlands""";
"AZS,""Alroy Downs"",""Australia"",""Quatre Veziaux"",""France""";
"AZT,""Fazenda Eldorado"",""Brazil"",""Taliaferro Field"",""United States""";
"AZU,""Fazenda Sao Roque"",""Brazil"",""Catalina"",""United States""";
"AZV,""Aksuyek This airport is closed"",""Kazakhstan"",""Fazenda Progresso"",""Brazil""";
"AZW,""Red's Field"",""United States"",""Anguganak"",""Papua New Guinea""";
"AZX,""Ibm King St"",""United States"",""Fazenda Jaragua"",""Brazil""";
"AZY,""Arthur"",""United States"",""Dimokritos"",""Greece""";
"AZZ,""Hyran Garcete"",""Brazil"",""Hoblit Farms"",""United States""";
"BAA,""Andkhoi"",""Afghanistan"",""Aberdeen"",""South Africa""";
